Quarter,Miles,NumTicketsOrdered,AirlineCompany,OriginState,DestState,PricePerTicket,Airport_x,ogCity,og,Airport_y,destCity,dest
2,2130.0,1.0,Southwest Airlines,Georgia,California,268.0,HartsfieldCJackson Atlanta International Airport,Atlanta,"Atlanta, GA (ATL)",Oakland International Airport,Oakland,"Oakland, CA (OAK)"
4,190.0,1.0,American Airlines,Texas,Texas,249.0,Austin-Bergstrom International Airport,Austin,"Austin, TX (AUS)",Dallas/Fort Worth International Airport,Dallas-Fort Worth,"Dallas-Fort Worth, TX (DFW)"
1,1828.0,1.0,Delta Air Lines,Virginia,Utah,206.96,Washington Dulles International Airport,"Washington, D.C. / Dulles / Chantilly","Washington, D.C. / Dulles / Chantilly, VA (IAD)",Salt Lake City International Airport,Salt Lake City,"Salt Lake City, UT (SLC)"
4,1009.0,1.0,American Airlines,Arizona,Oregon,303.5,Phoenix Sky Harbor International Airport,Phoenix,"Phoenix, AZ (PHX)",Portland International Airport,Portland,"Portland, OR (PDX)"
3,742.0,1.0,Southwest Airlines,Washington,California,239.0,Spokane International Airport,Spokane,"Spokane, WA (GEG)",Norman Y. Mineta San Jos International Airport,San Jose,"San Jose, CA (SJC)"
2,1956.0,1.0,Delta Air Lines,Michigan,California,250.5,Detroit Metropolitan Wayne County Airport,Detroit / Romulus,"Detroit / Romulus, MI (DTW)",San Diego International Airport,San Diego,"San Diego, CA (SAN)"
3,1487.0,1.0,Delta Air Lines,Florida,Minnesota,238.0,Fort LauderdaleCHollywood International Airport,Fort Lauderdale,"Fort Lauderdale, FL (FLL)",MinneapolisCSt. Paul International Airport,Minneapolis,"Minneapolis, MN (MSP)"
2,1005.0,1.0,United Airlines,Florida,Illinois,430.5,Orlando International Airport,Orlando,"Orlando, FL (MCO)",Chicago O'Hare International Airport,Chicago,"Chicago, IL (ORD)"
1,2338.0,1.0,Virgin America,Hawaii,California,208.5,Kahului Airport,"Kahului , Maui","Kahului , Maui, HI (OGG)",San Francisco International Airport,San Francisco,"San Francisco, CA (SFO)"
3,1747.0,1.0,Delta Air Lines,Nevada,Georgia,334.11,McCarran International Airport,Las Vegas,"Las Vegas, NV (LAS)",HartsfieldCJackson Atlanta International Airport,Atlanta,"Atlanta, GA (ATL)"
2,1010.0,1.0,Southwest Airlines,Florida,New York,374.5,Tampa International Airport,Tampa,"Tampa, FL (TPA)",LaGuardia Airport,New York,"New York, NY (LGA)"
3,1931.0,1.0,Delta Air Lines,Florida,Utah,142.76,Orlando International Airport,Orlando,"Orlando, FL (MCO)",Salt Lake City International Airport,Salt Lake City,"Salt Lake City, UT (SLC)"
2,846.0,2.0,United Airlines,Colorado,California,141.5,Denver International Airport,Denver,"Denver, CO (DEN)",John Wayne Airport,Santa Ana,"Santa Ana, CA (SNA)"
1,270.0,1.0,Delta Air Lines,Georgia,Florida,100.74,HartsfieldCJackson Atlanta International Airport,Atlanta,"Atlanta, GA (ATL)",Jacksonville International Airport,Jacksonville,"Jacksonville, FL (JAX)"
2,1041.0,3.0,Southwest Airlines,Texas,Florida,164.5,San Antonio International Airport,San Antonio,"San Antonio, TX (SAT)",Orlando International Airport,Orlando,"Orlando, FL (MCO)"
2,447.0,1.0,Alaska Airlines,California,California,278.0,San Francisco International Airport,San Francisco,"San Francisco, CA (SFO)",San Diego International Airport,San Diego,"San Diego, CA (SAN)"
4,687.0,1.0,Southwest Airlines,Texas,Missouri,223.5,William P. Hobby Airport,Houston,"Houston, TX (HOU)",St. Louis Lambert International Airport,St. Louis,"St. Louis, MO (STL)"
1,1610.0,1.0,Southwest Airlines,Colorado,New York,203.37,Denver International Airport,Denver,"Denver, CO (DEN)",Albany International Airport,Albany,"Albany, NY (ALB)"
4,488.0,1.0,Southwest Airlines,Nevada,California,244.67,Reno/Tahoe International Airport,Reno,"Reno, NV (RNO)",San Diego International Airport,San Diego,"San Diego, CA (SAN)"
3,680.0,1.0,United Airlines,Colorado,Minnesota,464.0,Denver International Airport,Denver,"Denver, CO (DEN)",MinneapolisCSt. Paul International Airport,Minneapolis,"Minneapolis, MN (MSP)"
4,1276.0,4.0,American Airlines,Minnesota,Arizona,110.0,MinneapolisCSt. Paul International Airport,Minneapolis,"Minneapolis, MN (MSP)",Phoenix Sky Harbor International Airport,Phoenix,"Phoenix, AZ (PHX)"
2,444.0,1.0,JetBlue Airways,South Carolina,Virginia,104.5,Charleston International Airport / Charleston AFB,Charleston,"Charleston, SC (CHS)",Ronald Reagan Washington National Airport,"Washington, D.C. / Arlington County","Washington, D.C. / Arlington County, VA (DCA)"
1,679.0,11.0,United Airlines,Washington,California,198.0,SeattleCTacoma International Airport,Seattle / Tacoma ( SeaTac ),"Seattle / Tacoma ( SeaTac ), WA (SEA)",San Francisco International Airport,San Francisco,"San Francisco, CA (SFO)"
1,899.0,8.0,Southwest Airlines,Virginia,Florida,148.0,Ronald Reagan Washington National Airport,"Washington, D.C. / Arlington County","Washington, D.C. / Arlington County, VA (DCA)",Fort LauderdaleCHollywood International Airport,Fort Lauderdale,"Fort Lauderdale, FL (FLL)"
2,528.0,3.0,United Airlines,Illinois,New York,299.0,Chicago O'Hare International Airport,Chicago,"Chicago, IL (ORD)",Greater Rochester International Airport,Rochester,"Rochester, NY (ROC)"
2,455.0,2.0,Spirit Airlines,South Carolina,Pennsylvania,155.5,Myrtle Beach International Airport,Myrtle Beach,"Myrtle Beach, SC (MYR)",Arnold Palmer Regional Airport,Latrobe,"Latrobe, PA (LBE)"
2,2419.0,1.0,Alaska Airlines,Virginia,California,332.5,Washington Dulles International Airport,"Washington, D.C. / Dulles / Chantilly","Washington, D.C. / Dulles / Chantilly, VA (IAD)",San Francisco International Airport,San Francisco,"San Francisco, CA (SFO)"
4,581.0,1.0,JetBlue Airways,Georgia,Florida,196.0,HartsfieldCJackson Atlanta International Airport,Atlanta,"Atlanta, GA (ATL)",Fort LauderdaleCHollywood International Airport,Fort Lauderdale,"Fort Lauderdale, FL (FLL)"
3,337.0,8.0,Southwest Airlines,California,California,100.5,Los Angeles International Airport,Los Angeles,"Los Angeles, CA (LAX)",San Francisco International Airport,San Francisco,"San Francisco, CA (SFO)"
4,849.0,1.0,Southwest Airlines,Florida,Texas,284.5,Orlando International Airport,Orlando,"Orlando, FL (MCO)",William P. Hobby Airport,Houston,"Houston, TX (HOU)"
1,1085.0,1.0,United Airlines,New Jersey,Florida,421.0,Newark Liberty International Airport,Newark,"Newark, NJ (EWR)",Miami International Airport,Miami,"Miami, FL (MIA)"
3,2227.0,2.0,United Airlines,New Jersey,Nevada,532.0,Newark Liberty International Airport,Newark,"Newark, NJ (EWR)",McCarran International Airport,Las Vegas,"Las Vegas, NV (LAS)"
3,199.0,9.0,JetBlue Airways,Massachusetts,New York,82.0,Nantucket Memorial Airport,Nantucket,"Nantucket, MA (ACK)",John F. Kennedy International Airport,New York,"New York, NY (JFK)"
4,632.0,17.0,JetBlue Airways,Michigan,Massachusetts,81.5,Detroit Metropolitan Wayne County Airport,Detroit / Romulus,"Detroit / Romulus, MI (DTW)",Gen. Edward Lawrence Logan International Airport,Boston,"Boston, MA (BOS)"
4,834.0,2.0,Southwest Airlines,Oregon,California,160.85,Portland International Airport,Portland,"Portland, OR (PDX)",Los Angeles International Airport,Los Angeles,"Los Angeles, CA (LAX)"
4,1770.0,1.0,Alaska Airlines,Washington,Texas,491.5,SeattleCTacoma International Airport,Seattle / Tacoma ( SeaTac ),"Seattle / Tacoma ( SeaTac ), WA (SEA)",Austin-Bergstrom International Airport,Austin,"Austin, TX (AUS)"
3,2206.0,1.0,Delta Air Lines,California,South Carolina,395.5,Los Angeles International Airport,Los Angeles,"Los Angeles, CA (LAX)",Charleston International Airport / Charleston AFB,Charleston,"Charleston, SC (CHS)"
4,1069.0,2.0,Allegiant Air,Nevada,Texas,63.5,McCarran International Airport,Las Vegas,"Las Vegas, NV (LAS)",San Antonio International Airport,San Antonio,"San Antonio, TX (SAT)"
2,655.0,1.0,Southwest Airlines,Tennessee,Florida,109.5,Memphis International Airport,Memphis,"Memphis, TN (MEM)",Tampa International Airport,Tampa,"Tampa, FL (TPA)"
2,1069.0,3.0,Delta Air Lines,New York,Florida,160.47,John F. Kennedy International Airport,New York,"New York, NY (JFK)",Fort LauderdaleCHollywood International Airport,Fort Lauderdale,"Fort Lauderdale, FL (FLL)"
2,937.0,1.0,JetBlue Airways,Florida,New Jersey,150.7,Orlando International Airport,Orlando,"Orlando, FL (MCO)",Newark Liberty International Airport,Newark,"Newark, NJ (EWR)"
3,404.0,7.0,Delta Air Lines,Georgia,Florida,116.0,HartsfieldCJackson Atlanta International Airport,Atlanta,"Atlanta, GA (ATL)",Orlando International Airport,Orlando,"Orlando, FL (MCO)"
4,1017.0,4.0,American Airlines,Texas,Florida,244.0,Dallas/Fort Worth International Airport,Dallas-Fort Worth,"Dallas-Fort Worth, TX (DFW)",Southwest Florida International Airport,Fort Myers,"Fort Myers, FL (RSW)"
2,2409.0,1.0,Alaska Airlines,Hawaii,California,376.0,Daniel K. Inouye International Airport,"Honolulu , Oahu","Honolulu , Oahu, HI (HNL)",Oakland International Airport,Oakland,"Oakland, CA (OAK)"
4,1428.0,1.0,Delta Air Lines,Louisiana,Utah,150.0,Louis Armstrong New Orleans International Airport,New Orleans,"New Orleans, LA (MSY)",Salt Lake City International Airport,Salt Lake City,"Salt Lake City, UT (SLC)"
4,200.0,2.0,United Airlines,New Jersey,Massachusetts,79.0,Newark Liberty International Airport,Newark,"Newark, NJ (EWR)",Gen. Edward Lawrence Logan International Airport,Boston,"Boston, MA (BOS)"
2,1979.0,1.0,Spirit Airlines,California,Michigan,205.5,Los Angeles International Airport,Los Angeles,"Los Angeles, CA (LAX)",Detroit Metropolitan Wayne County Airport,Detroit / Romulus,"Detroit / Romulus, MI (DTW)"
1,1276.0,1.0,Southwest Airlines,Minnesota,Arizona,79.5,MinneapolisCSt. Paul International Airport,Minneapolis,"Minneapolis, MN (MSP)",Phoenix Sky Harbor International Airport,Phoenix,"Phoenix, AZ (PHX)"
1,1797.0,1.0,Southwest Airlines,California,Tennessee,328.0,Los Angeles International Airport,Los Angeles,"Los Angeles, CA (LAX)",Nashville International Airport,Nashville,"Nashville, TN (BNA)"
2,636.0,2.0,JetBlue Airways,South Carolina,New York,180.5,Charleston International Airport / Charleston AFB,Charleston,"Charleston, SC (CHS)",John F. Kennedy International Airport,New York,"New York, NY (JFK)"
1,588.0,2.0,JetBlue Airways,California,Utah,169.5,Long Beach Airport,Long Beach,"Long Beach, CA (LGB)",Salt Lake City International Airport,Salt Lake City,"Salt Lake City, UT (SLC)"
3,1428.0,1.0,Southwest Airlines,Texas,New York,165.5,William P. Hobby Airport,Houston,"Houston, TX (HOU)",LaGuardia Airport,New York,"New York, NY (LGA)"
1,1154.0,1.0,Southwest Airlines,Colorado,Ohio,230.0,Denver International Airport,Denver,"Denver, CO (DEN)",John Glenn Columbus International Airport,Columbus,"Columbus, OH (CMH)"
3,353.0,2.0,JetBlue Airways,California,California,111.0,Long Beach Airport,Long Beach,"Long Beach, CA (LGB)",Oakland International Airport,Oakland,"Oakland, CA (OAK)"
4,1262.0,3.0,American Airlines,Missouri,Arizona,251.0,St. Louis Lambert International Airport,St. Louis,"St. Louis, MO (STL)",Phoenix Sky Harbor International Airport,Phoenix,"Phoenix, AZ (PHX)"
3,329.0,1.0,Alaska Airlines,Alaska,Alaska,182.0,Ted Stevens Anchorage International Airport,Anchorage,"Anchorage, AK (ANC)",Dillingham Airport,Dillingham,"Dillingham, AK (DLG)"
3,793.0,2.0,Southwest Airlines,Texas,Illinois,237.5,Dallas Love Field,Dallas,"Dallas, TX (DAL)",Chicago Midway International Airport,Chicago,"Chicago, IL (MDW)"
3,1035.0,19.0,JetBlue Airways,Florida,New York,83.0,Palm Beach International Airport,West Palm Beach,"West Palm Beach, FL (PBI)",LaGuardia Airport,New York,"New York, NY (LGA)"
4,1546.0,1.0,United Airlines,Colorado,Florida,168.13,Denver International Airport,Denver,"Denver, CO (DEN)",Orlando International Airport,Orlando,"Orlando, FL (MCO)"
2,1096.0,1.0,American Airlines,Florida,New York,122.92,Miami International Airport,Miami,"Miami, FL (MIA)",LaGuardia Airport,New York,"New York, NY (LGA)"
3,601.0,1.0,American Airlines,Nevada,Arizona,117.0,Reno/Tahoe International Airport,Reno,"Reno, NV (RNO)",Phoenix Sky Harbor International Airport,Phoenix,"Phoenix, AZ (PHX)"
3,605.0,2.0,Alaska Airlines,California,Washington,352.0,Sacramento International Airport,Sacramento,"Sacramento, CA (SMF)",SeattleCTacoma International Airport,Seattle / Tacoma ( SeaTac ),"Seattle / Tacoma ( SeaTac ), WA (SEA)"
3,1927.0,1.0,Alaska Airlines,Washington,Michigan,241.0,SeattleCTacoma International Airport,Seattle / Tacoma ( SeaTac ),"Seattle / Tacoma ( SeaTac ), WA (SEA)",Detroit Metropolitan Wayne County Airport,Detroit / Romulus,"Detroit / Romulus, MI (DTW)"
1,1538.0,1.0,American Airlines,South Carolina,Texas,383.0,Charleston International Airport / Charleston AFB,Charleston,"Charleston, SC (CHS)",El Paso International Airport,El Paso,"El Paso, TX (ELP)"
4,806.0,1.0,Southwest Airlines,Nevada,Washington,141.5,McCarran International Airport,Las Vegas,"Las Vegas, NV (LAS)",Spokane International Airport,Spokane,"Spokane, WA (GEG)"
4,2584.0,1.0,United Airlines,Florida,California,145.0,Fort LauderdaleCHollywood International Airport,Fort Lauderdale,"Fort Lauderdale, FL (FLL)",San Francisco International Airport,San Francisco,"San Francisco, CA (SFO)"
2,488.0,1.0,Southwest Airlines,Louisiana,Florida,108.41,Louis Armstrong New Orleans International Airport,New Orleans,"New Orleans, LA (MSY)",Tampa International Airport,Tampa,"Tampa, FL (TPA)"
3,1660.0,2.0,Alaska Airlines,Texas,Washington,98.0,Dallas/Fort Worth International Airport,Dallas-Fort Worth,"Dallas-Fort Worth, TX (DFW)",SeattleCTacoma International Airport,Seattle / Tacoma ( SeaTac ),"Seattle / Tacoma ( SeaTac ), WA (SEA)"
4,547.0,2.0,Delta Air Lines,Georgia,Virginia,543.0,HartsfieldCJackson Atlanta International Airport,Atlanta,"Atlanta, GA (ATL)",Ronald Reagan Washington National Airport,"Washington, D.C. / Arlington County","Washington, D.C. / Arlington County, VA (DCA)"
4,306.0,1.0,Delta Air Lines,North Carolina,Georgia,216.5,Piedmont Triad International Airport,Greensboro,"Greensboro, NC (GSO)",HartsfieldCJackson Atlanta International Airport,Atlanta,"Atlanta, GA (ATL)"
4,550.0,2.0,American Airlines,Texas,Missouri,209.0,Dallas/Fort Worth International Airport,Dallas-Fort Worth,"Dallas-Fort Worth, TX (DFW)",St. Louis Lambert International Airport,St. Louis,"St. Louis, MO (STL)"
4,3038.0,2.0,Alaska Airlines,Hawaii,Alaska,391.0,Daniel K. Inouye International Airport,"Honolulu , Oahu","Honolulu , Oahu, HI (HNL)",Fairbanks International Airport,Fairbanks,"Fairbanks, AK (FAI)"
2,2615.0,2.0,Delta Air Lines,California,Hawaii,268.5,Los Angeles International Airport,Los Angeles,"Los Angeles, CA (LAX)",Lihue Airport,"Lihue , Kauai","Lihue , Kauai, HI (LIH)"
2,606.0,1.0,American Airlines,Illinois,Georgia,69.5,Chicago O'Hare International Airport,Chicago,"Chicago, IL (ORD)",HartsfieldCJackson Atlanta International Airport,Atlanta,"Atlanta, GA (ATL)"
1,1197.0,1.0,Delta Air Lines,Florida,Massachusetts,355.5,Palm Beach International Airport,West Palm Beach,"West Palm Beach, FL (PBI)",Gen. Edward Lawrence Logan International Airport,Boston,"Boston, MA (BOS)"
3,328.0,2.0,Southwest Airlines,Arizona,New Mexico,73.5,Phoenix Sky Harbor International Airport,Phoenix,"Phoenix, AZ (PHX)",Albuquerque International Sunport,Albuquerque,"Albuquerque, NM (ABQ)"
1,328.0,1.0,American Airlines,New Mexico,Arizona,92.5,Albuquerque International Sunport,Albuquerque,"Albuquerque, NM (ABQ)",Phoenix Sky Harbor International Airport,Phoenix,"Phoenix, AZ (PHX)"
4,1129.0,1.0,JetBlue Airways,Florida,Puerto Rico,207.5,Orlando International Airport,Orlando,"Orlando, FL (MCO)",Rafael Hernndez International Airport,Aguadilla,"Aguadilla, PR (BQN)"
1,594.0,1.0,Delta Air Lines,Michigan,Georgia,338.0,Detroit Metropolitan Wayne County Airport,Detroit / Romulus,"Detroit / Romulus, MI (DTW)",HartsfieldCJackson Atlanta International Airport,Atlanta,"Atlanta, GA (ATL)"
2,594.0,8.0,Delta Air Lines,Florida,Georgia,93.5,Miami International Airport,Miami,"Miami, FL (MIA)",HartsfieldCJackson Atlanta International Airport,Atlanta,"Atlanta, GA (ATL)"
2,308.0,2.0,Southwest Airlines,California,California,188.0,Los Angeles International Airport,Los Angeles,"Los Angeles, CA (LAX)",Norman Y. Mineta San Jos International Airport,San Jose,"San Jose, CA (SJC)"
2,468.0,4.0,Frontier Airlines,Florida,North Carolina,60.5,Orlando International Airport,Orlando,"Orlando, FL (MCO)",Charlotte/Douglas International Airport,Charlotte,"Charlotte, NC (CLT)"
1,706.0,1.0,Southwest Airlines,Missouri,Texas,206.0,Kansas City International Airport,Kansas City,"Kansas City, MO (MCI)",San Antonio International Airport,San Antonio,"San Antonio, TX (SAT)"
2,826.0,2.0,Frontier Airlines,Colorado,Wisconsin,66.0,Denver International Airport,Denver,"Denver, CO (DEN)",Dane County Regional Airport,Madison,"Madison, WI (MSN)"
2,601.0,2.0,Allegiant Air,New York,South Carolina,65.5,Stewart International Airport,Newburgh,"Newburgh, NY (SWF)",Myrtle Beach International Airport,Myrtle Beach,"Myrtle Beach, SC (MYR)"
2,580.0,1.0,Southwest Airlines,New Mexico,Texas,237.8,Albuquerque International Sunport,Albuquerque,"Albuquerque, NM (ABQ)",Dallas Love Field,Dallas,"Dallas, TX (DAL)"
1,1107.0,1.0,Alaska Airlines,Arizona,Washington,61.0,Phoenix Sky Harbor International Airport,Phoenix,"Phoenix, AZ (PHX)",SeattleCTacoma International Airport,Seattle / Tacoma ( SeaTac ),"Seattle / Tacoma ( SeaTac ), WA (SEA)"
3,373.0,1.0,Allegiant Air,Florida,Tennessee,111.0,DestinCFort Walton Beach Airport / Eglin Air Force Base,Valparaiso,"Valparaiso, FL (VPS)",Memphis International Airport,Memphis,"Memphis, TN (MEM)"
3,2288.0,1.0,Alaska Airlines,California,Virginia,123.0,Los Angeles International Airport,Los Angeles,"Los Angeles, CA (LAX)",Washington Dulles International Airport,"Washington, D.C. / Dulles / Chantilly","Washington, D.C. / Dulles / Chantilly, VA (IAD)"
2,1010.0,3.0,Southwest Airlines,New York,Florida,140.0,LaGuardia Airport,New York,"New York, NY (LGA)",Tampa International Airport,Tampa,"Tampa, FL (TPA)"
2,1363.0,3.0,Spirit Airlines,Missouri,California,66.0,Kansas City International Airport,Kansas City,"Kansas City, MO (MCI)",Los Angeles International Airport,Los Angeles,"Los Angeles, CA (LAX)"
4,2554.0,1.0,Alaska Airlines,Washington,Florida,228.0,SeattleCTacoma International Airport,Seattle / Tacoma ( SeaTac ),"Seattle / Tacoma ( SeaTac ), WA (SEA)",Orlando International Airport,Orlando,"Orlando, FL (MCO)"
4,2279.0,1.0,American Airlines,North Carolina,Washington,535.0,Charlotte/Douglas International Airport,Charlotte,"Charlotte, NC (CLT)",SeattleCTacoma International Airport,Seattle / Tacoma ( SeaTac ),"Seattle / Tacoma ( SeaTac ), WA (SEA)"
2,481.0,2.0,Delta Air Lines,Virginia,Georgia,270.5,Richmond International Airport,Richmond,"Richmond, VA (RIC)",HartsfieldCJackson Atlanta International Airport,Atlanta,"Atlanta, GA (ATL)"
4,319.0,5.0,Southwest Airlines,Texas,Texas,211.5,Midland International Airport,Midland,"Midland, TX (MAF)",Dallas Love Field,Dallas,"Dallas, TX (DAL)"
4,413.0,1.0,American Airlines,Pennsylvania,North Carolina,214.5,Harrisburg International Airport,Harrisburg / Middletown,"Harrisburg / Middletown, PA (MDT)",Charlotte/Douglas International Airport,Charlotte,"Charlotte, NC (CLT)"
2,2087.0,1.0,Southwest Airlines,California,Florida,278.0,San Diego International Airport,San Diego,"San Diego, CA (SAN)",Tampa International Airport,Tampa,"Tampa, FL (TPA)"
3,1416.0,1.0,United Airlines,Texas,New York,178.0,George Bush Intercontinental Airport,Houston,"Houston, TX (IAH)",LaGuardia Airport,New York,"New York, NY (LGA)"
1,719.0,1.0,United Airlines,New Jersey,Illinois,234.0,Newark Liberty International Airport,Newark,"Newark, NJ (EWR)",Chicago O'Hare International Airport,Chicago,"Chicago, IL (ORD)"
4,2797.0,1.0,Alaska Airlines,Hawaii,Alaska,242.5,Kahului Airport,"Kahului , Maui","Kahului , Maui, HI (OGG)",Ted Stevens Anchorage International Airport,Anchorage,"Anchorage, AK (ANC)"
1,1671.0,1.0,United Airlines,Connecticut,Colorado,330.06,Bradley International Airport,Hartford,"Hartford, CT (BDL)",Denver International Airport,Denver,"Denver, CO (DEN)"
4,268.0,19.0,American Airlines,Pennsylvania,Pennsylvania,144.0,Philadelphia International Airport,Philadelphia,"Philadelphia, PA (PHL)",Pittsburgh International Airport,Pittsburgh,"Pittsburgh, PA (PIT)"
4,1616.0,1.0,Alaska Airlines,Oregon,Texas,120.0,Portland International Airport,Portland,"Portland, OR (PDX)",Dallas/Fort Worth International Airport,Dallas-Fort Worth,"Dallas-Fort Worth, TX (DFW)"
2,1999.0,1.0,Southwest Airlines,Arizona,Maryland,395.5,Phoenix Sky Harbor International Airport,Phoenix,"Phoenix, AZ (PHX)",Baltimore/Washington International Thurgood Marshall Airport,Baltimore / Glen Burnie,"Baltimore / Glen Burnie, MD (BWI)"
3,1514.0,1.0,American Airlines,Illinois,Nevada,428.0,Chicago O'Hare International Airport,Chicago,"Chicago, IL (ORD)",McCarran International Airport,Las Vegas,"Las Vegas, NV (LAS)"
3,1363.0,1.0,Delta Air Lines,Missouri,California,307.0,Kansas City International Airport,Kansas City,"Kansas City, MO (MCI)",Los Angeles International Airport,Los Angeles,"Los Angeles, CA (LAX)"
2,1041.0,3.0,Southwest Airlines,Texas,Florida,119.0,San Antonio International Airport,San Antonio,"San Antonio, TX (SAT)",Orlando International Airport,Orlando,"Orlando, FL (MCO)"
3,223.0,1.0,Delta Air Lines,Florida,Georgia,166.98,Tallahassee International Airport,Tallahassee,"Tallahassee, FL (TLH)",HartsfieldCJackson Atlanta International Airport,Atlanta,"Atlanta, GA (ATL)"
3,1096.0,4.0,Delta Air Lines,Florida,New York,303.0,Miami International Airport,Miami,"Miami, FL (MIA)",LaGuardia Airport,New York,"New York, NY (LGA)"
1,1546.0,1.0,United Airlines,Colorado,Florida,490.5,Denver International Airport,Denver,"Denver, CO (DEN)",Orlando International Airport,Orlando,"Orlando, FL (MCO)"
1,696.0,3.0,Alaska Airlines,California,Washington,191.0,Norman Y. Mineta San Jos International Airport,San Jose,"San Jose, CA (SJC)",SeattleCTacoma International Airport,Seattle / Tacoma ( SeaTac ),"Seattle / Tacoma ( SeaTac ), WA (SEA)"
1,1428.0,1.0,JetBlue Airways,Texas,New York,172.5,William P. Hobby Airport,Houston,"Houston, TX (HOU)",John F. Kennedy International Airport,New York,"New York, NY (JFK)"
2,462.0,1.0,Southwest Airlines,Tennessee,Pennsylvania,172.1,Nashville International Airport,Nashville,"Nashville, TN (BNA)",Pittsburgh International Airport,Pittsburgh,"Pittsburgh, PA (PIT)"
1,1089.0,1.0,American Airlines,Louisiana,Pennsylvania,177.0,Louis Armstrong New Orleans International Airport,New Orleans,"New Orleans, LA (MSY)",Philadelphia International Airport,Philadelphia,"Philadelphia, PA (PHL)"
2,946.0,14.0,Delta Air Lines,Massachusetts,Georgia,69.0,Gen. Edward Lawrence Logan International Airport,Boston,"Boston, MA (BOS)",HartsfieldCJackson Atlanta International Airport,Atlanta,"Atlanta, GA (ATL)"
4,1052.0,4.0,Southwest Airlines,New York,Florida,226.0,Long Island MacArthur Airport,Islip,"Islip, NY (ISP)",Palm Beach International Airport,West Palm Beach,"West Palm Beach, FL (PBI)"
2,414.0,1.0,Alaska Airlines,Nevada,California,264.5,McCarran International Airport,Las Vegas,"Las Vegas, NV (LAS)",San Francisco International Airport,San Francisco,"San Francisco, CA (SFO)"
1,861.0,1.0,United Airlines,Florida,Texas,516.0,Southwest Florida International Airport,Fort Myers,"Fort Myers, FL (RSW)",George Bush Intercontinental Airport,Houston,"Houston, TX (IAH)"
3,930.0,1.0,Delta Air Lines,Minnesota,North Carolina,483.0,MinneapolisCSt. Paul International Airport,Minneapolis,"Minneapolis, MN (MSP)",Charlotte/Douglas International Airport,Charlotte,"Charlotte, NC (CLT)"
2,416.0,2.0,Frontier Airlines,North Carolina,Ohio,99.5,Raleigh-Durham International Airport,Raleigh,"Raleigh, NC (RDU)",Cleveland-Hopkins International Airport,Cleveland,"Cleveland, OH (CLE)"
2,2345.0,1.0,Alaska Airlines,California,Alaska,309.0,Los Angeles International Airport,Los Angeles,"Los Angeles, CA (LAX)",Ted Stevens Anchorage International Airport,Anchorage,"Anchorage, AK (ANC)"
4,772.0,1.0,Frontier Airlines,Nebraska,Texas,58.0,Eppley Airfield,Omaha,"Omaha, NE (OMA)",Austin-Bergstrom International Airport,Austin,"Austin, TX (AUS)"
2,1500.0,4.0,Spirit Airlines,Louisiana,Nevada,61.0,Louis Armstrong New Orleans International Airport,New Orleans,"New Orleans, LA (MSY)",McCarran International Airport,Las Vegas,"Las Vegas, NV (LAS)"
3,2092.0,1.0,Delta Air Lines,California,Georgia,363.0,Sacramento International Airport,Sacramento,"Sacramento, CA (SMF)",HartsfieldCJackson Atlanta International Airport,Atlanta,"Atlanta, GA (ATL)"
3,1735.0,4.0,Southwest Airlines,Missouri,California,297.5,St. Louis Lambert International Airport,St. Louis,"St. Louis, MO (STL)",San Francisco International Airport,San Francisco,"San Francisco, CA (SFO)"
4,992.0,2.0,JetBlue Airways,Pennsylvania,Florida,78.0,Philadelphia International Airport,Philadelphia,"Philadelphia, PA (PHL)",Fort LauderdaleCHollywood International Airport,Fort Lauderdale,"Fort Lauderdale, FL (FLL)"
1,759.0,1.0,JetBlue Airways,Florida,Virginia,95.5,Orlando International Airport,Orlando,"Orlando, FL (MCO)",Ronald Reagan Washington National Airport,"Washington, D.C. / Arlington County","Washington, D.C. / Arlington County, VA (DCA)"
1,2105.0,1.0,Delta Air Lines,Massachusetts,Utah,305.92,Gen. Edward Lawrence Logan International Airport,Boston,"Boston, MA (BOS)",Salt Lake City International Airport,Salt Lake City,"Salt Lake City, UT (SLC)"
4,2182.0,2.0,Delta Air Lines,Washington,Georgia,469.0,SeattleCTacoma International Airport,Seattle / Tacoma ( SeaTac ),"Seattle / Tacoma ( SeaTac ), WA (SEA)",HartsfieldCJackson Atlanta International Airport,Atlanta,"Atlanta, GA (ATL)"
1,882.0,1.0,Southwest Airlines,Florida,Missouri,308.5,Orlando International Airport,Orlando,"Orlando, FL (MCO)",St. Louis Lambert International Airport,St. Louis,"St. Louis, MO (STL)"
3,1067.0,3.0,American Airlines,Texas,Pennsylvania,143.0,Dallas/Fort Worth International Airport,Dallas-Fort Worth,"Dallas-Fort Worth, TX (DFW)",Pittsburgh International Airport,Pittsburgh,"Pittsburgh, PA (PIT)"
1,1016.0,2.0,Allegiant Air,Florida,Ohio,53.0,Punta Gorda Airport,Punta Gorda,"Punta Gorda, FL (PGD)",Toledo Express Airport,Toledo,"Toledo, OH (TOL)"
1,813.0,1.0,Delta Air Lines,Texas,Georgia,394.0,Austin-Bergstrom International Airport,Austin,"Austin, TX (AUS)",HartsfieldCJackson Atlanta International Airport,Atlanta,"Atlanta, GA (ATL)"
