Quarter,Miles,NumTicketsOrdered,AirlineCompany,OriginState,DestState,PricePerTicket,Airport_x,ogCity,og,Airport_y,destCity,dest
2,515.0,1.0,Delta Air Lines,Georgia,Florida,200.0,HartsfieldCJackson Atlanta International Airport,Atlanta,"Atlanta, GA (ATL)",Southwest Florida International Airport,Fort Myers,"Fort Myers, FL (RSW)"
2,1953.0,3.0,Alaska Airlines,Michigan,Oregon,205.0,Detroit Metropolitan Wayne County Airport,Detroit / Romulus,"Detroit / Romulus, MI (DTW)",Portland International Airport,Portland,"Portland, OR (PDX)"
4,2400.0,1.0,United Airlines,North Carolina,California,165.5,Raleigh-Durham International Airport,Raleigh,"Raleigh, NC (RDU)",San Francisco International Airport,San Francisco,"San Francisco, CA (SFO)"
3,854.0,1.0,United Airlines,Florida,Texas,233.5,Orlando International Airport,Orlando,"Orlando, FL (MCO)",George Bush Intercontinental Airport,Houston,"Houston, TX (IAH)"
2,1154.0,1.0,Frontier Airlines,Colorado,Ohio,291.0,Denver International Airport,Denver,"Denver, CO (DEN)",John Glenn Columbus International Airport,Columbus,"Columbus, OH (CMH)"
4,290.0,2.0,American Airlines,Virginia,North Carolina,161.0,Norfolk International Airport,Norfolk,"Norfolk, VA (ORF)",Charlotte/Douglas International Airport,Charlotte,"Charlotte, NC (CLT)"
1,2248.0,1.0,Delta Air Lines,Nevada,New York,276.89,McCarran International Airport,Las Vegas,"Las Vegas, NV (LAS)",John F. Kennedy International Airport,New York,"New York, NY (JFK)"
1,1476.0,6.0,Virgin America,California,Texas,98.0,San Francisco International Airport,San Francisco,"San Francisco, CA (SFO)",Dallas Love Field,Dallas,"Dallas, TX (DAL)"
2,334.0,1.0,American Airlines,Minnesota,Illinois,227.5,MinneapolisCSt. Paul International Airport,Minneapolis,"Minneapolis, MN (MSP)",Chicago O'Hare International Airport,Chicago,"Chicago, IL (ORD)"
3,725.0,1.0,Southwest Airlines,Illinois,New York,379.16,Chicago Midway International Airport,Chicago,"Chicago, IL (MDW)",LaGuardia Airport,New York,"New York, NY (LGA)"
4,1797.0,2.0,American Airlines,California,Tennessee,289.0,Los Angeles International Airport,Los Angeles,"Los Angeles, CA (LAX)",Nashville International Airport,Nashville,"Nashville, TN (BNA)"
1,2446.0,2.0,Delta Air Lines,New York,California,608.0,John F. Kennedy International Airport,New York,"New York, NY (JFK)",San Diego International Airport,San Diego,"San Diego, CA (SAN)"
2,1874.0,6.0,Alaska Airlines,Texas,Washington,122.0,George Bush Intercontinental Airport,Houston,"Houston, TX (IAH)",SeattleCTacoma International Airport,Seattle / Tacoma ( SeaTac ),"Seattle / Tacoma ( SeaTac ), WA (SEA)"
4,731.0,3.0,American Airlines,Georgia,Texas,292.0,HartsfieldCJackson Atlanta International Airport,Atlanta,"Atlanta, GA (ATL)",Dallas/Fort Worth International Airport,Dallas-Fort Worth,"Dallas-Fort Worth, TX (DFW)"
3,1154.0,1.0,Southwest Airlines,Colorado,Ohio,380.5,Denver International Airport,Denver,"Denver, CO (DEN)",John Glenn Columbus International Airport,Columbus,"Columbus, OH (CMH)"
1,1020.0,1.0,Delta Air Lines,New York,Minnesota,480.5,LaGuardia Airport,New York,"New York, NY (LGA)",MinneapolisCSt. Paul International Airport,Minneapolis,"Minneapolis, MN (MSP)"
2,1188.0,1.0,American Airlines,Texas,California,361.5,Dallas/Fort Worth International Airport,Dallas-Fort Worth,"Dallas-Fort Worth, TX (DFW)",Ontario International Airport,Ontario,"Ontario, CA (ONT)"
3,2486.0,2.0,United Airlines,California,Hawaii,562.0,Los Angeles International Airport,Los Angeles,"Los Angeles, CA (LAX)",Kahului Airport,"Kahului , Maui","Kahului , Maui, HI (OGG)"
2,867.0,2.0,United Airlines,Massachusetts,Illinois,113.0,Gen. Edward Lawrence Logan International Airport,Boston,"Boston, MA (BOS)",Chicago O'Hare International Airport,Chicago,"Chicago, IL (ORD)"
4,944.0,8.0,JetBlue Airways,Florida,New York,181.0,Orlando International Airport,Orlando,"Orlando, FL (MCO)",John F. Kennedy International Airport,New York,"New York, NY (JFK)"
3,289.0,1.0,Southwest Airlines,Maryland,New York,212.0,Baltimore/Washington International Thurgood Marshall Airport,Baltimore / Glen Burnie,"Baltimore / Glen Burnie, MD (BWI)",Albany International Airport,Albany,"Albany, NY (ALB)"
3,1504.0,1.0,Southwest Airlines,New Jersey,Texas,298.5,Newark Liberty International Airport,Newark,"Newark, NJ (EWR)",Austin-Bergstrom International Airport,Austin,"Austin, TX (AUS)"
1,817.0,1.0,Southwest Airlines,Oregon,California,207.0,Portland International Airport,Portland,"Portland, OR (PDX)",Bob Hope Airport,Burbank,"Burbank, CA (BUR)"
1,2248.0,1.0,Virgin America,Nevada,New York,120.0,McCarran International Airport,Las Vegas,"Las Vegas, NV (LAS)",John F. Kennedy International Airport,New York,"New York, NY (JFK)"
2,2106.0,3.0,Spirit Airlines,Nevada,Maryland,68.0,McCarran International Airport,Las Vegas,"Las Vegas, NV (LAS)",Baltimore/Washington International Thurgood Marshall Airport,Baltimore / Glen Burnie,"Baltimore / Glen Burnie, MD (BWI)"
3,334.0,3.0,United Airlines,Illinois,Minnesota,331.0,Chicago O'Hare International Airport,Chicago,"Chicago, IL (ORD)",MinneapolisCSt. Paul International Airport,Minneapolis,"Minneapolis, MN (MSP)"
1,2554.0,1.0,Delta Air Lines,Florida,Washington,266.83,Orlando International Airport,Orlando,"Orlando, FL (MCO)",SeattleCTacoma International Airport,Seattle / Tacoma ( SeaTac ),"Seattle / Tacoma ( SeaTac ), WA (SEA)"
2,1535.0,1.0,Delta Air Lines,California,Minnesota,125.5,Los Angeles International Airport,Los Angeles,"Los Angeles, CA (LAX)",MinneapolisCSt. Paul International Airport,Minneapolis,"Minneapolis, MN (MSP)"
2,2065.0,1.0,United Airlines,Virginia,Nevada,130.15,Washington Dulles International Airport,"Washington, D.C. / Dulles / Chantilly","Washington, D.C. / Dulles / Chantilly, VA (IAD)",McCarran International Airport,Las Vegas,"Las Vegas, NV (LAS)"
4,1136.0,1.0,Southwest Airlines,Florida,Rhode Island,163.62,Tampa International Airport,Tampa,"Tampa, FL (TPA)",Theodore Francis Green State Airport,Providence / Warwick,"Providence / Warwick, RI (PVD)"
3,650.0,1.0,American Airlines,North Carolina,Florida,84.85,Charlotte/Douglas International Airport,Charlotte,"Charlotte, NC (CLT)",Miami International Airport,Miami,"Miami, FL (MIA)"
2,1452.0,1.0,United Airlines,Colorado,Virginia,332.0,Denver International Airport,Denver,"Denver, CO (DEN)",Washington Dulles International Airport,"Washington, D.C. / Dulles / Chantilly","Washington, D.C. / Dulles / Chantilly, VA (IAD)"
4,2454.0,5.0,Alaska Airlines,New Jersey,California,306.0,Newark Liberty International Airport,Newark,"Newark, NJ (EWR)",Los Angeles International Airport,Los Angeles,"Los Angeles, CA (LAX)"
1,2475.0,2.0,American Airlines,New York,California,247.0,John F. Kennedy International Airport,New York,"New York, NY (JFK)",Los Angeles International Airport,Los Angeles,"Los Angeles, CA (LAX)"
2,1379.0,1.0,United Airlines,Texas,California,447.0,George Bush Intercontinental Airport,Houston,"Houston, TX (IAH)",Los Angeles International Airport,Los Angeles,"Los Angeles, CA (LAX)"
1,1984.0,4.0,Frontier Airlines,Florida,Nevada,108.5,Tampa International Airport,Tampa,"Tampa, FL (TPA)",McCarran International Airport,Las Vegas,"Las Vegas, NV (LAS)"
3,1010.0,2.0,Delta Air Lines,Florida,New York,111.0,Tampa International Airport,Tampa,"Tampa, FL (TPA)",LaGuardia Airport,New York,"New York, NY (LGA)"
4,237.0,1.0,American Airlines,Pennsylvania,Rhode Island,472.0,Philadelphia International Airport,Philadelphia,"Philadelphia, PA (PHL)",Theodore Francis Green State Airport,Providence / Warwick,"Providence / Warwick, RI (PVD)"
3,1414.0,1.0,Frontier Airlines,Colorado,Georgia,90.0,Denver International Airport,Denver,"Denver, CO (DEN)",Savannah/Hilton Head International Airport,Savannah,"Savannah, GA (SAV)"
1,1346.0,1.0,United Airlines,California,Texas,202.0,John Wayne Airport,Santa Ana,"Santa Ana, CA (SNA)",George Bush Intercontinental Airport,Houston,"Houston, TX (IAH)"
2,1590.0,1.0,Frontier Airlines,Indiana,Nevada,112.47,Indianapolis International Airport,Indianapolis,"Indianapolis, IN (IND)",McCarran International Airport,Las Vegas,"Las Vegas, NV (LAS)"
2,942.0,1.0,Southwest Airlines,Tennessee,Massachusetts,262.5,Nashville International Airport,Nashville,"Nashville, TN (BNA)",Gen. Edward Lawrence Logan International Airport,Boston,"Boston, MA (BOS)"
2,861.0,4.0,Southwest Airlines,Illinois,Massachusetts,128.5,Chicago Midway International Airport,Chicago,"Chicago, IL (MDW)",Gen. Edward Lawrence Logan International Airport,Boston,"Boston, MA (BOS)"
4,611.0,9.0,Southwest Airlines,Maryland,Illinois,350.0,Baltimore/Washington International Thurgood Marshall Airport,Baltimore / Glen Burnie,"Baltimore / Glen Burnie, MD (BWI)",Chicago Midway International Airport,Chicago,"Chicago, IL (MDW)"
2,1024.0,2.0,Southwest Airlines,Colorado,Washington,74.0,Denver International Airport,Denver,"Denver, CO (DEN)",SeattleCTacoma International Airport,Seattle / Tacoma ( SeaTac ),"Seattle / Tacoma ( SeaTac ), WA (SEA)"
4,1108.0,4.0,Southwest Airlines,Texas,Florida,207.5,Dallas Love Field,Dallas,"Dallas, TX (DAL)",Fort LauderdaleCHollywood International Airport,Fort Lauderdale,"Fort Lauderdale, FL (FLL)"
1,1413.0,1.0,Allegiant Air,Nevada,Illinois,188.0,McCarran International Airport,Las Vegas,"Las Vegas, NV (LAS)",General Wayne A. Downing Peoria International Airport,Peoria,"Peoria, IL (PIA)"
4,757.0,1.0,Delta Air Lines,Kentucky,Florida,257.0,Cincinnati/Northern Kentucky International Airport,Cincinnati / Covington,"Cincinnati / Covington, KY (CVG)",Orlando International Airport,Orlando,"Orlando, FL (MCO)"
4,1118.0,5.0,JetBlue Airways,Florida,New York,98.5,Fort LauderdaleCHollywood International Airport,Fort Lauderdale,"Fort Lauderdale, FL (FLL)",Stewart International Airport,Newburgh,"Newburgh, NY (SWF)"
3,1041.0,1.0,Southwest Airlines,Florida,Texas,140.5,Orlando International Airport,Orlando,"Orlando, FL (MCO)",San Antonio International Airport,San Antonio,"San Antonio, TX (SAT)"
2,1039.0,2.0,Spirit Airlines,Louisiana,Minnesota,116.5,Louis Armstrong New Orleans International Airport,New Orleans,"New Orleans, LA (MSY)",MinneapolisCSt. Paul International Airport,Minneapolis,"Minneapolis, MN (MSP)"
1,1947.0,2.0,Delta Air Lines,California,Georgia,344.0,Los Angeles International Airport,Los Angeles,"Los Angeles, CA (LAX)",HartsfieldCJackson Atlanta International Airport,Atlanta,"Atlanta, GA (ATL)"
3,224.0,1.0,Alaska Airlines,Washington,Washington,170.5,SeattleCTacoma International Airport,Seattle / Tacoma ( SeaTac ),"Seattle / Tacoma ( SeaTac ), WA (SEA)",Spokane International Airport,Spokane,"Spokane, WA (GEG)"
3,752.0,1.0,United Airlines,Colorado,Montana,381.15,Denver International Airport,Denver,"Denver, CO (DEN)",Glacier Park International Airport,Kalispell,"Kalispell, MT (FCA)"
2,325.0,1.0,American Airlines,Arizona,California,80.0,Phoenix Sky Harbor International Airport,Phoenix,"Phoenix, AZ (PHX)",Ontario International Airport,Ontario,"Ontario, CA (ONT)"
3,990.0,4.0,Southwest Airlines,Florida,Illinois,128.5,Orlando International Airport,Orlando,"Orlando, FL (MCO)",Chicago Midway International Airport,Chicago,"Chicago, IL (MDW)"
4,1520.0,2.0,American Airlines,North Carolina,Virgin Islands,421.5,Charlotte/Douglas International Airport,Charlotte,"Charlotte, NC (CLT)",,,
4,432.0,1.0,Delta Air Lines,Ohio,Georgia,155.5,James M. Cox Dayton International Airport,Dayton,"Dayton, OH (DAY)",HartsfieldCJackson Atlanta International Airport,Atlanta,"Atlanta, GA (ATL)"
2,1927.0,1.0,Delta Air Lines,Michigan,Washington,568.0,Detroit Metropolitan Wayne County Airport,Detroit / Romulus,"Detroit / Romulus, MI (DTW)",SeattleCTacoma International Airport,Seattle / Tacoma ( SeaTac ),"Seattle / Tacoma ( SeaTac ), WA (SEA)"
4,956.0,1.0,Alaska Airlines,Washington,California,276.5,SeattleCTacoma International Airport,Seattle / Tacoma ( SeaTac ),"Seattle / Tacoma ( SeaTac ), WA (SEA)",Ontario International Airport,Ontario,"Ontario, CA (ONT)"
4,2704.0,4.0,Delta Air Lines,Massachusetts,California,446.0,Gen. Edward Lawrence Logan International Airport,Boston,"Boston, MA (BOS)",San Francisco International Airport,San Francisco,"San Francisco, CA (SFO)"
1,1199.0,3.0,Delta Air Lines,Georgia,Colorado,185.0,HartsfieldCJackson Atlanta International Airport,Atlanta,"Atlanta, GA (ATL)",Denver International Airport,Denver,"Denver, CO (DEN)"
1,1009.0,1.0,American Airlines,Arizona,Texas,334.0,Phoenix Sky Harbor International Airport,Phoenix,"Phoenix, AZ (PHX)",George Bush Intercontinental Airport,Houston,"Houston, TX (IAH)"
4,588.0,2.0,United Airlines,Illinois,Virginia,335.0,Chicago O'Hare International Airport,Chicago,"Chicago, IL (ORD)",Washington Dulles International Airport,"Washington, D.C. / Dulles / Chantilly","Washington, D.C. / Dulles / Chantilly, VA (IAD)"
4,1979.0,1.0,American Airlines,Virginia,Arizona,176.5,Ronald Reagan Washington National Airport,"Washington, D.C. / Arlington County","Washington, D.C. / Arlington County, VA (DCA)",Phoenix Sky Harbor International Airport,Phoenix,"Phoenix, AZ (PHX)"
1,1506.0,1.0,Southwest Airlines,Arizona,Kentucky,204.84,Phoenix Sky Harbor International Airport,Phoenix,"Phoenix, AZ (PHX)",Louisville International Airport,Louisville,"Louisville, KY (SDF)"
1,588.0,5.0,Southwest Airlines,California,Utah,119.5,Oakland International Airport,Oakland,"Oakland, CA (OAK)",Salt Lake City International Airport,Salt Lake City,"Salt Lake City, UT (SLC)"
2,2086.0,1.0,Alaska Airlines,Louisiana,Washington,354.0,Louis Armstrong New Orleans International Airport,New Orleans,"New Orleans, LA (MSY)",SeattleCTacoma International Airport,Seattle / Tacoma ( SeaTac ),"Seattle / Tacoma ( SeaTac ), WA (SEA)"
3,622.0,1.0,Delta Air Lines,Minnesota,Ohio,487.0,MinneapolisCSt. Paul International Airport,Minneapolis,"Minneapolis, MN (MSP)",Cleveland-Hopkins International Airport,Cleveland,"Cleveland, OH (CLE)"
1,2454.0,1.0,United Airlines,New Jersey,California,507.0,Newark Liberty International Airport,Newark,"Newark, NJ (EWR)",Los Angeles International Airport,Los Angeles,"Los Angeles, CA (LAX)"
3,1399.0,4.0,Alaska Airlines,Washington,Minnesota,190.0,SeattleCTacoma International Airport,Seattle / Tacoma ( SeaTac ),"Seattle / Tacoma ( SeaTac ), WA (SEA)",MinneapolisCSt. Paul International Airport,Minneapolis,"Minneapolis, MN (MSP)"
2,1749.0,1.0,Spirit Airlines,Nevada,Michigan,223.5,McCarran International Airport,Las Vegas,"Las Vegas, NV (LAS)",Detroit Metropolitan Wayne County Airport,Detroit / Romulus,"Detroit / Romulus, MI (DTW)"
2,1984.0,2.0,Frontier Airlines,Florida,Nevada,131.5,Tampa International Airport,Tampa,"Tampa, FL (TPA)",McCarran International Airport,Las Vegas,"Las Vegas, NV (LAS)"
3,516.0,1.0,Delta Air Lines,Georgia,Virginia,272.0,HartsfieldCJackson Atlanta International Airport,Atlanta,"Atlanta, GA (ATL)",Norfolk International Airport,Norfolk,"Norfolk, VA (ORF)"
1,1246.0,1.0,Southwest Airlines,California,Texas,514.0,Los Angeles International Airport,Los Angeles,"Los Angeles, CA (LAX)",Dallas Love Field,Dallas,"Dallas, TX (DAL)"
4,954.0,1.0,Allegiant Air,Washington,Nevada,141.0,Bellingham International Airport,Bellingham,"Bellingham, WA (BLI)",McCarran International Airport,Las Vegas,"Las Vegas, NV (LAS)"
3,1210.0,2.0,Allegiant Air,Texas,Nevada,236.5,McAllen Miller International Airport,McAllen,"McAllen, TX (MFE)",McCarran International Airport,Las Vegas,"Las Vegas, NV (LAS)"
1,1197.0,1.0,American Airlines,Illinois,Florida,86.0,Chicago O'Hare International Airport,Chicago,"Chicago, IL (ORD)",Miami International Airport,Miami,"Miami, FL (MIA)"
4,773.0,2.0,Delta Air Lines,Florida,Kentucky,258.0,Tampa International Airport,Tampa,"Tampa, FL (TPA)",Cincinnati/Northern Kentucky International Airport,Cincinnati / Covington,"Cincinnati / Covington, KY (CVG)"
4,487.0,9.0,Southwest Airlines,Ohio,Missouri,306.0,Cleveland-Hopkins International Airport,Cleveland,"Cleveland, OH (CLE)",St. Louis Lambert International Airport,St. Louis,"St. Louis, MO (STL)"
2,992.0,1.0,JetBlue Airways,Pennsylvania,Florida,65.0,Philadelphia International Airport,Philadelphia,"Philadelphia, PA (PHL)",Fort LauderdaleCHollywood International Airport,Fort Lauderdale,"Fort Lauderdale, FL (FLL)"
2,2072.0,2.0,Frontier Airlines,Puerto Rico,Illinois,150.5,Luis Mu?oz Marn International Airport,San Juan / Carolina,"San Juan / Carolina, PR (SJU)",Chicago O'Hare International Airport,Chicago,"Chicago, IL (ORD)"
4,2402.0,1.0,United Airlines,Washington,New Jersey,162.41,SeattleCTacoma International Airport,Seattle / Tacoma ( SeaTac ),"Seattle / Tacoma ( SeaTac ), WA (SEA)",Newark Liberty International Airport,Newark,"Newark, NJ (EWR)"
2,1097.0,1.0,JetBlue Airways,New York,Florida,179.5,Westchester County Airport,White Plains,"White Plains, NY (HPN)",Fort LauderdaleCHollywood International Airport,Fort Lauderdale,"Fort Lauderdale, FL (FLL)"
4,1754.0,10.0,United Airlines,Massachusetts,Colorado,169.5,Gen. Edward Lawrence Logan International Airport,Boston,"Boston, MA (BOS)",Denver International Airport,Denver,"Denver, CO (DEN)"
3,1390.0,1.0,Southwest Airlines,Texas,California,153.26,William P. Hobby Airport,Houston,"Houston, TX (HOU)",Los Angeles International Airport,Los Angeles,"Los Angeles, CA (LAX)"
3,1605.0,4.0,Southwest Airlines,Colorado,New Jersey,179.0,Denver International Airport,Denver,"Denver, CO (DEN)",Newark Liberty International Airport,Newark,"Newark, NJ (EWR)"
1,1565.0,1.0,Southwest Airlines,Maryland,Puerto Rico,206.0,Baltimore/Washington International Thurgood Marshall Airport,Baltimore / Glen Burnie,"Baltimore / Glen Burnie, MD (BWI)",Luis Mu?oz Marn International Airport,San Juan / Carolina,"San Juan / Carolina, PR (SJU)"
