Quarter,Miles,NumTicketsOrdered,AirlineCompany,PricePerTicket,OriginState,DestState,log_miles,log_price
4,1569.0,1.0,United Airlines (UA),896.0,Texas,New Jersey,7.358193752733032,6.79794041297493
1,1235.0,1.0,United Airlines (UA),478.0,Texas,Maryland,7.118826249062078,6.169610732491456
2,1532.0,1.0,Delta Air Lines (DL),230.0,California,Minnesota,7.3343293503005365,5.438079308923196
1,1363.0,10.0,Southwest Airlines (WN),92.5,Missouri,California,7.217443431696533,4.52720864451838
2,503.0,1.0,Delta Air Lines (DL),137.0,Minnesota,Indiana,6.220590170099739,4.919980925828125
2,1546.0,1.0,Southwest Airlines (WN),289.45,Colorado,Florida,7.343426229147367,5.667982570525013
2,1619.0,1.0,Delta Air Lines (DL),320.0,Tennessee,California,7.389563953677635,5.768320995793772
2,946.0,1.0,American Airlines (AA),237.0,Maryland,Florida,6.852242569051878,5.4680601411351315
2,2402.0,1.0,American Airlines (AA),307.22,Pennsylvania,California,7.784057002639929,5.727564103321
4,1085.0,7.0,United Airlines (UA),319.0,New Jersey,Florida,6.98933526597456,5.765191102784844
2,757.0,3.0,Delta Air Lines (DL),158.5,Kentucky,Florida,6.6293632534374485,5.065754593317335
4,1448.0,2.0,Allegiant Air (G4),144.0,Wisconsin,Arizona,7.277938572945661,4.969813299576001
2,773.0,1.0,Delta Air Lines (DL),251.0,Florida,Kentucky,6.650279048587422,5.5254529391317835
2,942.0,1.0,Southwest Airlines (WN),262.5,Tennessee,Massachusetts,6.848005274576363,5.570251082031678
2,214.0,3.0,Delta Air Lines (DL),227.5,Georgia,Tennessee,5.365976015021851,5.427150238391005
3,980.0,1.0,Delta Air Lines (DL),360.5,Minnesota,Pennsylvania,6.887552571664617,5.887491956725004
3,622.0,1.0,United Airlines (UA),106.76,Maryland,Illinois,6.432940092739179,4.670583324536324
2,1140.0,1.0,Southwest Airlines (WN),251.51,California,Oklahoma,7.038783541388542,5.527482750180741
1,2161.0,5.0,United Airlines (UA),280.0,California,Ohio,7.6783263565068856,5.634789603169249
1,511.0,18.0,Allegiant Air (G4),58.0,Tennessee,Florida,6.236369590203704,4.060443010546419
4,1028.0,1.0,JetBlue Airways (B6),127.0,Florida,New York,6.93537044601511,4.844187086458591
1,611.0,1.0,Southwest Airlines (WN),151.0,Maryland,Illinois,6.415096959171596,5.017279836814924
3,1715.0,1.0,Southwest Airlines (WN),168.42,California,Missouri,7.44716835960004,5.126460859601846
1,621.0,1.0,American Airlines (AA),351.0,California,Arizona,6.431331081933479,5.860786223465865
2,237.0,1.0,Southwest Airlines (WN),132.98,Oklahoma,Texas,5.4680601411351315,4.890198740974308
4,994.0,12.0,JetBlue Airways (B6),160.0,Texas,Florida,6.901737206656574,5.075173815233827
4,1618.0,1.0,Southwest Airlines (WN),284.5,Alabama,Nevada,7.388946097618437,5.6507332535663855
4,1727.0,1.0,American Airlines (AA),483.0,North Carolina,Utah,7.454141078146678,6.180016653652572
1,846.0,1.0,United Airlines (UA),158.17,California,Colorado,6.740519359606223,5.063670403975397
3,226.0,1.0,Southwest Airlines (WN),273.5,Nevada,California,5.420534999272286,5.611301621862036
1,1069.0,1.0,Frontier Airlines (F9),183.0,Colorado,Kentucky,6.974478911025045,5.209486152841421
4,1587.0,1.0,Southwest Airlines (WN),174.0,Georgia,Arizona,7.369600720526409,5.159055299214529
3,569.0,1.0,American Airlines (AA),297.0,Texas,New Mexico,6.343880434126331,5.6937321388027
2,480.0,4.0,Southwest Airlines (WN),217.0,California,California,6.173786103901937,5.37989735354046
4,2446.0,3.0,Delta Air Lines (DL),336.0,New York,California,7.802209316247118,5.817111159963204
4,1237.0,4.0,JetBlue Airways (B6),291.0,Massachusetts,Florida,7.1204443723924875,5.673323267171493
4,726.0,2.0,Allegiant Air (G4),112.0,Oklahoma,Florida,6.587550014824796,4.718498871295094
4,546.0,2.0,Southwest Airlines (WN),263.0,Texas,Missouri,6.302618975744905,5.572154032177765
4,1447.0,2.0,Frontier Airlines (F9),67.0,Florida,Colorado,7.277247726631484,4.204692619390966
1,1572.0,1.0,Delta Air Lines (DL),292.58,Wyoming,Georgia,7.360103972989152,5.67873813354994
4,854.0,2.0,Spirit Airlines (NK),148.5,Texas,Florida,6.74993119378857,5.000584958242754
2,2586.0,1.0,Alaska Airlines (AS),88.0,New York,California,7.857867559331803,4.477336814478207
1,1756.0,1.0,Southwest Airlines (WN),145.65,California,Wisconsin,7.470793774195062,4.981206483405444
2,2065.0,1.0,United Airlines (UA),130.15,Virginia,Nevada,7.632885505395133,4.868687631440574
4,588.0,3.0,JetBlue Airways (B6),147.5,Utah,California,6.376726947898627,4.993828175779875
2,2417.0,1.0,Hawaiian Airlines (HA),292.5,California,Hawaii,7.790282380703483,5.678464666671911
4,1416.0,1.0,Allegiant Air (G4),99.5,Nevada,Tennessee,7.255591274253665,4.600157644164547
1,2254.0,1.0,United Airlines (UA),249.5,California,Pennsylvania,7.720461694599722,5.519458915191573
4,862.0,13.0,Frontier Airlines (F9),54.0,Texas,Colorado,6.759255270663693,3.9889840465642745
1,272.0,1.0,Southwest Airlines (WN),65.19,Missouri,Tennessee,5.605802066295998,4.177306082936448
4,2213.0,1.0,Southwest Airlines (WN),192.0,Connecticut,Arizona,7.70210434005105,5.2574953720277815
3,1299.0,7.0,Delta Air Lines (DL),123.0,Minnesota,Nevada,7.1693500166706,4.812184355372417
3,280.0,13.0,American Airlines (AA),174.5,Massachusetts,Pennsylvania,5.634789603169249,5.161924741642482
2,337.0,2.0,Alaska Airlines (AS),141.5,California,California,5.820082930352362,4.952299717083292
3,1979.0,2.0,Spirit Airlines (NK),191.0,California,Michigan,7.590346945602565,5.25227342804663
2,1067.0,1.0,American Airlines (AA),491.5,Texas,Pennsylvania,6.9726062513017535,6.197461939587221
1,1744.0,10.0,United Airlines (UA),255.5,California,Illinois,7.463936604468925,5.543222409643759
4,909.0,1.0,Alaska Airlines (AS),190.5,Washington,Alaska,6.812345094177479,5.249652194566756
3,696.0,4.0,Alaska Airlines (AS),103.5,Washington,California,6.54534966033442,4.639571612705423
3,2354.0,7.0,Alaska Airlines (AS),187.0,Washington,North Carolina,7.763871287820222,5.231108616854587
3,370.0,1.0,American Airlines (AA),286.0,Arizona,California,5.91350300563827,5.655991810819852
1,197.0,1.0,Southwest Airlines (WN),166.5,Florida,Florida,5.2832037287379885,5.1149953094204985
4,973.0,1.0,Southwest Airlines (WN),128.5,Florida,Texas,6.880384082186005,4.855928904335275
3,1709.0,1.0,Southwest Airlines (WN),449.0,Washington,Missouri,7.443663683115591,6.1070228877422545
3,594.0,1.0,Delta Air Lines (DL),155.5,Michigan,Georgia,6.386879319362645,5.0466457316192885
1,1197.0,5.0,Delta Air Lines (DL),178.0,Massachusetts,Florida,7.087573705557973,5.181783550292085
1,2677.0,3.0,Delta Air Lines (DL),217.5,Hawaii,Washington,7.892452043520352,5.382198850528739
2,793.0,1.0,Southwest Airlines (WN),67.0,Florida,Tennessee,6.675823221634848,4.204692619390966
4,674.0,3.0,Spirit Airlines (NK),51.0,Louisiana,Florida,6.513230110912307,3.9318256327243257
3,743.0,1.0,Allegiant Air (G4),111.5,Idaho,California,6.610696044717759,4.7140245909001735
3,2704.0,3.0,Delta Air Lines (DL),297.0,Massachusetts,California,7.902487437162855,5.6937321388027
4,742.0,1.0,Southwest Airlines (WN),157.0,Washington,California,6.60934924316738,5.056245805348308
3,2363.0,1.0,United Airlines (UA),262.61,Virginia,Washington,7.767687277186908,5.570670041874793
1,1047.0,1.0,Delta Air Lines (DL),396.0,New York,Florida,6.953684210870537,5.981414211254481
2,1607.0,1.0,United Airlines (UA),501.89,Florida,Colorado,7.382124365737512,6.21838097217469
4,2182.0,7.0,Delta Air Lines (DL),233.0,Georgia,Washington,7.687997166393016,5.4510384535657
2,328.0,2.0,American Airlines (AA),385.0,Florida,North Carolina,5.793013608384144,5.953243334287785
2,610.0,5.0,Delta Air Lines (DL),163.5,Tennessee,Michigan,6.413458957167357,5.096812990337308
3,480.0,1.0,Southwest Airlines (WN),265.0,Illinois,Tennessee,6.173786103901937,5.579729825986222
2,372.0,14.0,United Airlines (UA),115.0,California,California,5.918893854273146,4.74493212836325
2,529.0,1.0,United Airlines (UA),364.5,New Jersey,North Carolina,6.270988431858299,5.898526551448713
1,626.0,1.0,Alaska Airlines (AS),88.0,Utah,California,6.439350371100098,4.477336814478207
1,2419.0,1.0,United Airlines (UA),795.0,Virginia,California,7.791109510610028,6.678342114654332
3,1068.0,3.0,United Airlines (UA),346.0,Florida,New Jersey,6.97354301952014,5.846438775057725
2,1162.0,1.0,American Airlines (AA),408.84,Texas,North Carolina,7.057897937411856,6.013323881460876
3,622.0,1.0,United Airlines (UA),227.5,Maryland,Illinois,6.432940092739179,5.427150238391005
4,946.0,7.0,JetBlue Airways (B6),59.5,Massachusetts,Georgia,6.852242569051878,4.085976312551584
1,1020.0,1.0,Delta Air Lines (DL),480.5,New York,Minnesota,6.927557906278317,6.174827228410347
4,431.0,1.0,American Airlines (AA),979.0,Tennessee,Texas,6.066108090103747,6.88653164253051
2,226.0,3.0,American Airlines (AA),279.0,Georgia,North Carolina,5.420534999272286,5.631211781821365
2,2454.0,1.0,Alaska Airlines (AS),165.5,New York,Oregon,7.805474625270857,5.1089711948171175
1,1587.0,1.0,Frontier Airlines (F9),64.0,Tennessee,Nevada,7.369600720526409,4.1588830833596715
1,861.0,5.0,Southwest Airlines (WN),143.0,Florida,Pennsylvania,6.7580945044277305,4.962844630259907
4,814.0,3.0,JetBlue Airways (B6),94.0,Virginia,Florida,6.70196036600254,4.543294782270004
2,666.0,4.0,American Airlines (AA),161.5,Georgia,Pennsylvania,6.501289670540389,5.084505142662711
2,1246.0,1.0,Southwest Airlines (WN),62.5,Texas,Maryland,7.1276936993473985,4.135166556742356
1,950.0,7.0,Delta Air Lines (DL),131.0,New York,Florida,6.856461984594587,4.875197323201151
1,1123.0,1.0,Delta Air Lines (DL),240.0,Michigan,Colorado,7.023758954738443,5.480638923341991
1,2370.0,1.0,American Airlines (AA),376.24,California,Pennsylvania,7.7706452341291765,5.930227237636792
4,1620.0,1.0,United Airlines (UA),253.0,New York,Colorado,7.3901814282264295,5.53338948872752
4,2306.0,2.0,United Airlines (UA),324.0,Virginia,Washington,7.743269700829004,5.780743515792329
1,484.0,5.0,Delta Air Lines (DL),249.0,Georgia,Missouri,6.182084906716632,5.517452896464707
1,937.0,1.0,Southwest Airlines (WN),99.0,Texas,Illinois,6.842683282238422,4.59511985013459
1,588.0,5.0,Delta Air Lines (DL),152.0,Utah,California,6.376726947898627,5.0238805208462765
3,94.0,1.0,JetBlue Airways (B6),114.5,U.S. Virgin Islands,Puerto Rico,4.543294782270004,4.740574822994295
2,733.0,8.0,American Airlines (AA),115.5,New York,Illinois,6.597145701886651,4.749270529961848
1,337.0,1.0,Virgin America (VX),165.5,California,California,5.820082930352362,5.1089711948171175
3,728.0,1.0,American Airlines (AA),421.0,North Carolina,Massachusetts,6.590301048196686,6.042632833682381
2,601.0,1.0,Southwest Airlines (WN),115.0,Illinois,Virginia,6.398594934535208,4.74493212836325
1,404.0,1.0,Delta Air Lines (DL),254.0,Florida,Georgia,6.0014148779611505,5.537334267018537
3,950.0,1.0,American Airlines (AA),223.22,New York,Florida,6.856461984594587,5.408157832227569
3,1205.0,2.0,American Airlines (AA),216.5,California,Texas,7.094234845924755,5.377590547442544
2,1698.0,1.0,JetBlue Airways (B6),229.0,Massachusetts,Texas,7.437206366871292,5.43372200355424
2,356.0,1.0,Southwest Airlines (WN),63.19,Georgia,North Carolina,5.87493073085203,4.146146060785364
4,2288.0,1.0,American Airlines (AA),229.5,Virginia,California,7.7354333524996886,5.4359030295006
4,1504.0,1.0,United Airlines (UA),192.5,Texas,California,7.315883504509785,5.260096153727839
1,2381.0,2.0,JetBlue Airways (B6),359.0,Nevada,Massachusetts,7.7752758464868625,5.883322388488279
4,2269.0,1.0,Spirit Airlines (NK),82.5,California,Florida,7.727094484779841,4.412798293340635
3,731.0,1.0,American Airlines (AA),103.0,Georgia,Texas,6.594413459749778,4.634728988229636
2,1009.0,1.0,Alaska Airlines (AS),246.5,Arizona,Oregon,6.9167150203536085,5.5073619934827445
3,929.0,1.0,American Airlines (AA),163.14,Texas,Florida,6.834108738813838,5.094608727872434
2,1087.0,1.0,Southwest Airlines (WN),221.04,Utah,Texas,6.99117688712121,5.398343680615161
3,405.0,1.0,Delta Air Lines (DL),268.0,Michigan,Virginia,6.003887067106539,5.5909869805108565
3,1476.0,1.0,United Airlines (UA),303.5,Virginia,Colorado,7.297091005160418,5.715381610499553
3,1182.0,1.0,American Airlines (AA),122.95,Florida,Illinois,7.074963197966044,4.811777768662202
3,448.0,5.0,Delta Air Lines (DL),170.5,Minnesota,Missouri,6.104793232414985,5.1387352967235715
3,1262.0,1.0,American Airlines (AA),353.0,Missouri,Arizona,7.140453043101158,5.8664680569332965
2,651.0,1.0,American Airlines (AA),733.0,California,Arizona,6.478509642208569,6.597145701886651
4,1050.0,9.0,Southwest Airlines (WN),190.0,North Carolina,Texas,6.956545443151569,5.247024072160486
4,641.0,1.0,United Airlines (UA),172.0,Texas,Colorado,6.46302945692067,5.147494476813453
4,328.0,1.0,American Airlines (AA),301.0,Texas,Kansas,5.793013608384144,5.707110264748875
2,1723.0,1.0,United Airlines (UA),253.0,Illinois,California,7.45182223652793,5.53338948872752
3,1670.0,1.0,Spirit Airlines (NK),77.5,California,Louisiana,7.4205789054108005,4.350277936359301
1,1200.0,3.0,Frontier Airlines (F9),261.0,Florida,Rhode Island,7.090076835776092,5.564520407322694
2,2253.0,5.0,United Airlines (UA),416.5,California,Virginia,7.720017940432244,6.031886461606898
4,672.0,2.0,Alaska Airlines (AS),110.0,California,Washington,6.51025834052315,4.700480365792417
4,1004.0,6.0,Southwest Airlines (WN),184.0,Texas,Wisconsin,6.911747300251674,5.214935757608986
2,1047.0,2.0,Delta Air Lines (DL),248.0,Florida,New York,6.953684210870537,5.5134287461649825
4,404.0,2.0,JetBlue Airways (B6),66.0,Florida,Georgia,6.0014148779611505,4.189654742026425
1,641.0,1.0,American Airlines (AA),549.0,Texas,Colorado,6.46302945692067,6.3080984415095305
1,977.0,8.0,Allegiant Air (G4),79.5,Washington,Arizona,6.884486652042782,4.375757021660286
2,1024.0,1.0,United Airlines (UA),220.5,Washington,Colorado,6.931471805599453,5.395897694886901
1,592.0,2.0,American Airlines (AA),372.0,Texas,Colorado,6.3835066348840055,5.918893854273146
2,942.0,2.0,JetBlue Airways (B6),213.5,Tennessee,Massachusetts,6.848005274576363,5.363636832668679
4,1243.0,2.0,Allegiant Air (G4),131.5,Louisiana,Nevada,7.1252830915107115,4.879006851617819
1,1048.0,2.0,Allegiant Air (G4),52.0,North Dakota,Nevada,6.954638864880987,3.9512437185814275
1,192.0,2.0,American Airlines (AA),116.0,Florida,Florida,5.2574953720277815,4.7535901911063645
2,925.0,1.0,American Airlines (AA),453.0,Georgia,Texas,6.829793737512425,6.115892125483034
4,613.0,1.0,Allegiant Air (G4),53.5,Kentucky,Florida,6.418364935936212,3.979681653901961
4,502.0,3.0,Delta Air Lines (DL),113.5,Michigan,New York,6.218600119691729,4.7318028369214575
3,632.0,1.0,American Airlines (AA),149.5,North Carolina,Florida,6.448889394146858,5.0072963928307415
1,1744.0,2.0,Spirit Airlines (NK),137.76,Illinois,California,7.463936604468925,4.92551304067942
3,483.0,1.0,Southwest Airlines (WN),213.0,Tennessee,Florida,6.180016653652572,5.3612921657094255
3,2519.0,2.0,Delta Air Lines (DL),507.0,Minnesota,Alaska,7.831617276352611,6.2285110035911835
1,1497.0,1.0,Southwest Airlines (WN),182.5,California,Texas,7.311218384419629,5.206750173022546
3,2300.0,1.0,American Airlines (AA),346.0,Arizona,Massachusetts,7.7406644019172415,5.846438775057725
3,680.0,1.0,Sun Country Airlines (SY),69.0,Colorado,Minnesota,6.522092798170152,4.23410650459726
2,834.0,10.0,Southwest Airlines (WN),113.0,California,Oregon,6.726233402358747,4.727387818712341
2,588.0,1.0,Delta Air Lines (DL),315.5,California,Utah,6.376726947898627,5.754158681981268
3,1127.0,10.0,Delta Air Lines (DL),103.0,Michigan,Florida,7.027314514039777,4.634728988229636
3,1188.0,13.0,American Airlines (AA),505.0,Texas,California,7.080026499922591,6.22455842927536
4,748.0,2.0,United Airlines (UA),275.0,New Jersey,Tennessee,6.617402977974478,5.616771097666572
3,761.0,1.0,Delta Air Lines (DL),518.0,Georgia,Oklahoma,6.634633357861686,6.249975242259483
3,787.0,1.0,Southwest Airlines (WN),423.0,Maryland,Florida,6.668228248417403,6.0473721790462776
4,907.0,1.0,Southwest Airlines (WN),99.0,Georgia,Minnesota,6.810142450115136,4.59511985013459
3,669.0,2.0,Delta Air Lines (DL),108.5,Georgia,Wisconsin,6.505784060128229,4.686750172980514
2,612.0,1.0,United Airlines (UA),226.0,Illinois,Virginia,6.416732282512326,5.420534999272286
4,2345.0,1.0,Southwest Airlines (WN),124.43,North Carolina,California,7.76004068088038,4.82374330878754
4,852.0,3.0,Delta Air Lines (DL),422.0,Texas,Minnesota,6.747586526829315,6.045005314036012
4,862.0,1.0,Spirit Airlines (NK),77.0,Texas,Colorado,6.759255270663693,4.343805421853684
2,1075.0,1.0,United Airlines (UA),157.28,Texas,Michigan,6.980075940561763,5.058027656398856
1,904.0,1.0,Southwest Airlines (WN),174.59,North Carolina,Missouri,6.806829360392176,5.162440367996683
1,695.0,1.0,Southwest Airlines (WN),409.0,Minnesota,Tennessee,6.543911845564792,6.013715156042802
4,1313.0,2.0,Southwest Airlines (WN),125.34,Texas,California,7.180069874302796,4.831030044796529
4,2541.0,1.0,Hawaiian Airlines (HA),409.0,California,Hawaii,7.840312983320164,6.013715156042802
3,610.0,6.0,Allegiant Air (G4),82.0,Florida,Missouri,6.413458957167357,4.406719247264253
2,721.0,2.0,Southwest Airlines (WN),224.5,Georgia,Texas,6.580639137284949,5.413875707182309
4,1381.0,1.0,Southwest Airlines (WN),166.5,New York,Texas,7.2305631534092925,5.1149953094204985
1,1005.0,1.0,United Airlines (UA),236.5,Florida,Illinois,6.912742820493176,5.465948207931988
4,719.0,1.0,United Airlines (UA),425.0,Illinois,New Jersey,6.577861357721047,6.052089168924417
2,1249.0,1.0,Spirit Airlines (NK),57.5,Florida,Massachusetts,7.130098510125578,4.051784947803305
2,1943.0,1.0,United Airlines (UA),257.5,California,Indiana,7.57198844937744,5.551019720103791
1,2036.0,12.0,Delta Air Lines (DL),98.0,Kentucky,California,7.618742377670413,4.584967478670572
2,534.0,1.0,Delta Air Lines (DL),393.5,Georgia,Virginia,6.280395838960195,5.975081067857458
1,493.0,1.0,American Airlines (AA),132.0,Arizona,California,6.20050917404269,4.882801922586371
1,1096.0,1.0,Delta Air Lines (DL),437.0,Florida,New York,6.999422467507961,6.07993319509559
1,950.0,2.0,JetBlue Airways (B6),151.5,New York,Florida,6.856461984594587,5.020585624949423
2,570.0,1.0,Southwest Airlines (WN),140.95,Texas,Alabama,6.345636360828596,4.948405217560121
4,1671.0,8.0,Delta Air Lines (DL),144.0,Arizona,Michigan,7.421177528595393,4.969813299576001
4,594.0,1.0,American Airlines (AA),157.5,Georgia,Florida,6.386879319362645,5.059425458265688
2,932.0,1.0,Delta Air Lines (DL),223.0,Kentucky,Florida,6.837332814685591,5.407171771460119
2,944.0,7.0,JetBlue Airways (B6),107.0,New York,Florida,6.8501261661455,4.672828834461906
3,1167.0,1.0,United Airlines (UA),261.5,New Jersey,Louisiana,7.062191632286556,5.566434283504978
2,337.0,4.0,United Airlines (UA),97.5,California,California,5.820082930352362,4.579852378003801
1,1590.0,1.0,Delta Air Lines (DL),512.0,Utah,Georgia,7.371489295214277,6.238324625039508
4,258.0,9.0,Spirit Airlines (NK),70.0,Nevada,California,5.552959584921617,4.248495242049359
2,529.0,1.0,United Airlines (UA),60.67,New Jersey,North Carolina,6.270988431858299,4.105449341954206
4,937.0,1.0,Southwest Airlines (WN),122.0,Illinois,Texas,6.842683282238422,4.804021044733257
3,951.0,1.0,American Airlines (AA),145.76,Florida,Pennsylvania,6.85751406254539,4.981961433511648
1,1521.0,1.0,JetBlue Airways (B6),342.0,Texas,New York,7.327123292259293,5.834810737062605
3,197.0,1.0,Southwest Airlines (WN),208.0,Nevada,California,5.2832037287379885,5.337538079701318
1,358.0,2.0,Southwest Airlines (WN),69.0,California,California,5.8805329864007,4.23410650459726
3,2125.0,1.0,American Airlines (AA),236.0,North Carolina,California,7.661527081358517,5.4638318050256105
2,1947.0,3.0,Frontier Airlines (F9),110.0,California,Georgia,7.5740450053721995,4.700480365792417
4,345.0,6.0,Southwest Airlines (WN),241.5,Nevada,Nevada,5.84354441703136,5.486869473092628
2,1050.0,1.0,Alaska Airlines (AS),173.0,Washington,California,6.956545443151569,5.153291594497779
1,588.0,1.0,Delta Air Lines (DL),291.0,Utah,California,6.376726947898627,5.673323267171493
2,2398.0,1.0,United Airlines (UA),933.5,California,Hawaii,7.7823903355874595,6.838940962981777
