Quarter,Miles,NumTicketsOrdered,AirlineCompany,PricePerTicket,OriginState,DestState,log_miles,log_price
2,672.0,9.0,Alaska Airlines (AS),106.0,Washington,California,6.51025834052315,4.663439094112067
3,224.0,1.0,Alaska Airlines (AS),170.5,Washington,Washington,5.4116460518550396,5.1387352967235715
3,409.0,1.0,Delta Air Lines (DL),283.5,Maryland,Michigan,6.013715156042802,5.647212123167807
2,235.0,3.0,Delta Air Lines (DL),157.0,Michigan,Illinois,5.459585514144159,5.056245805348308
3,2454.0,6.0,Alaska Airlines (AS),189.5,California,New Jersey,7.805474625270857,5.244389024522481
2,393.0,2.0,Delta Air Lines (DL),189.5,Missouri,Minnesota,5.973809611869261,5.244389024522481
1,2311.0,1.0,Alaska Airlines (AS),199.0,California,Virginia,7.745435610274381,5.293304824724492
1,1597.0,1.0,United Airlines (UA),290.23,Massachusetts,Texas,7.3758821482150125,5.670673712088448
2,181.0,1.0,Southwest Airlines (WN),94.0,Nevada,California,5.198497031265826,4.543294782270004
2,1770.0,1.0,Alaska Airlines (AS),360.44,Texas,Washington,7.478734825567875,5.887325507366836
1,936.0,1.0,Allegiant Air (G4),104.0,Indiana,Florida,6.841615476477592,4.6443908991413725
4,2248.0,2.0,Delta Air Lines (DL),249.0,Nevada,New York,7.717796211013582,5.517452896464707
2,1218.0,2.0,Southwest Airlines (WN),457.0,Virginia,Texas,7.1049654482698426,6.124683390894205
4,1678.0,1.0,Frontier Airlines (F9),112.5,Nevada,Kentucky,7.425357887027151,4.722953221644475
3,927.0,1.0,Frontier Airlines (F9),170.0,Ohio,Florida,6.831953565565855,5.135798437050262
2,775.0,1.0,United Airlines (UA),209.0,Texas,Colorado,6.652863029353347,5.342334251964811
2,4502.0,2.0,Delta Air Lines (DL),626.0,Hawaii,Georgia,8.412277021466677,6.439350371100098
1,680.0,1.0,JetBlue Airways (B6),234.5,Florida,North Carolina,6.522092798170152,5.457455587886334
4,1171.0,4.0,American Airlines (AA),152.0,Texas,California,7.065613363597717,5.0238805208462765
4,929.0,1.0,United Airlines (UA),156.5,New York,Iowa,6.834108738813838,5.0530560099802075
3,516.0,11.0,Frontier Airlines (F9),69.0,Colorado,North Dakota,6.246106765481563,4.23410650459726
1,377.0,1.0,Delta Air Lines (DL),296.0,Georgia,North Carolina,5.932245187448011,5.69035945432406
1,895.0,2.0,Southwest Airlines (WN),84.0,Illinois,Colorado,6.796823718274855,4.430816798843313
2,735.0,1.0,Delta Air Lines (DL),168.5,New York,Minnesota,6.5998704992128365,5.126935749792416
4,280.0,4.0,American Airlines (AA),307.0,Massachusetts,Pennsylvania,5.634789603169249,5.726847747587197
3,704.0,3.0,Southwest Airlines (WN),130.5,Virginia,Illinois,6.556778356158042,4.871373226762748
4,728.0,3.0,American Airlines (AA),176.0,Massachusetts,North Carolina,6.590301048196686,5.170483995038151
4,3038.0,2.0,Alaska Airlines (AS),391.0,Hawaii,Alaska,8.018954683155718,5.968707559985366
2,818.0,1.0,Southwest Airlines (WN),120.0,Massachusetts,Indiana,6.706862336602747,4.787491742782046
3,2917.0,1.0,Hawaiian Airlines (HA),451.0,Arizona,Hawaii,7.978310969867722,6.111467339502679
1,1310.0,4.0,Sun Country Airlines (SY),95.5,Florida,Minnesota,7.177782416195197,4.5591262474866845
2,1188.0,1.0,American Airlines (AA),123.0,California,Texas,7.080026499922591,4.812184355372417
4,828.0,1.0,Delta Air Lines (DL),333.5,New York,Florida,6.71901315438526,5.809642865355678
3,2295.0,1.0,Alaska Airlines (AS),761.0,California,Maryland,7.738488122494646,6.634633357861686
1,1671.0,1.0,Southwest Airlines (WN),204.0,Michigan,Arizona,7.421177528595393,5.318119993844216
1,1460.0,1.0,Southwest Airlines (WN),211.5,Wisconsin,Arizona,7.286191714702382,5.354224998486333
2,937.0,6.0,Alaska Airlines (AS),116.0,California,Washington,6.842683282238422,4.7535901911063645
1,919.0,1.0,Southwest Airlines (WN),122.82,Maryland,Florida,6.823286122355687,4.810719868901253
4,990.0,2.0,Southwest Airlines (WN),288.0,Illinois,Florida,6.897704943128636,5.662960480135946
1,993.0,1.0,Frontier Airlines (F9),76.0,Pennsylvania,Florida,6.900730664045173,4.330733340286331
2,1029.0,1.0,Delta Air Lines (DL),442.0,Minnesota,New York,6.9363427358340495,6.091309882077698
2,1651.0,1.0,American Airlines (AA),241.5,California,Illinois,7.409136443920128,5.486869473092628
2,1546.0,3.0,Frontier Airlines (F9),106.0,Florida,Colorado,7.343426229147367,4.663439094112067
3,1033.0,2.0,Southwest Airlines (WN),114.0,Florida,New York,6.940222469119639,4.736198448394496
4,888.0,1.0,Spirit Airlines (NK),67.5,Colorado,Illinois,6.78897174299217,4.212127597878484
2,802.0,1.0,United Airlines (UA),402.0,Illinois,Texas,6.687108607866515,5.996452088619021
3,1476.0,1.0,Alaska Airlines (AS),162.0,Texas,California,7.297091005160418,5.087596335232384
2,1209.0,1.0,Southwest Airlines (WN),168.32,Maryland,Texas,7.097548850614793,5.125866929549345
1,414.0,7.0,Virgin America (VX),78.0,California,Nevada,6.025865973825314,4.356708826689592
2,821.0,1.0,Delta Air Lines (DL),333.0,Nebraska,Georgia,6.710523109452428,5.808142489980444
2,2021.0,2.0,Frontier Airlines (F9),60.0,Ohio,Washington,7.611347717403621,4.0943445622221
4,2139.0,3.0,Delta Air Lines (DL),229.0,Georgia,California,7.668093709082406,5.43372200355424
4,1262.0,3.0,American Airlines (AA),251.0,Missouri,Arizona,7.140453043101158,5.5254529391317835
3,1327.0,1.0,American Airlines (AA),100.5,Florida,Vermont,7.190676034332207,4.61015772749913
2,1068.0,1.0,JetBlue Airways (B6),248.5,Florida,New Jersey,6.97354301952014,5.5154428455366835
2,1310.0,5.0,Sun Country Airlines (SY),177.5,Florida,Minnesota,7.177782416195197,5.178970608915471
1,2434.0,1.0,United Airlines (UA),181.16,Oregon,New Jersey,7.797291273547472,5.199380618688013
1,192.0,1.0,Southwest Airlines (WN),199.0,Texas,Texas,5.2574953720277815,5.293304824724492
4,425.0,1.0,Delta Air Lines (DL),299.0,Louisiana,Georgia,6.052089168924417,5.700443573390687
1,1242.0,1.0,American Airlines (AA),158.0,California,Texas,7.124478262493424,5.062595033026967
2,1575.0,1.0,Delta Air Lines (DL),293.5,California,Minnesota,7.362010551259734,5.681877639268151
4,1201.0,4.0,United Airlines (UA),146.5,Colorado,Ohio,7.0909098220799835,4.987025428457122
1,1514.0,1.0,Spirit Airlines (NK),285.0,Nevada,Illinois,7.322510433997394,5.652489180268651
1,305.0,2.0,United Airlines (UA),159.0,Texas,Louisiana,5.720311776607412,5.0689042022202315
4,1744.0,12.0,American Airlines (AA),125.5,California,Illinois,7.463936604468925,4.832305758571839
4,2338.0,1.0,United Airlines (UA),351.5,California,Hawaii,7.757051142032013,5.86220971125072
3,889.0,2.0,Southwest Airlines (WN),433.0,New Mexico,California,6.790097235513905,6.07073772800249
3,2327.0,1.0,United Airlines (UA),223.0,Oregon,Virginia,7.752335163302292,5.407171771460119
2,601.0,1.0,Southwest Airlines (WN),121.5,Nevada,Arizona,6.398594934535208,4.799914262780603
4,763.0,1.0,Spirit Airlines (NK),273.0,Nevada,Oregon,6.637258031284457,5.60947179518496
2,700.0,1.0,American Airlines (AA),186.19,North Carolina,Florida,6.551080335043404,5.226767657707961
4,957.0,1.0,Delta Air Lines (DL),405.0,Michigan,Florida,6.863803391452954,6.003887067106539
1,1670.0,9.0,American Airlines (AA),288.0,California,Louisiana,7.4205789054108005,5.662960480135946
1,731.0,2.0,Delta Air Lines (DL),98.0,Georgia,Texas,6.594413459749778,4.584967478670572
3,936.0,1.0,American Airlines (AA),322.0,North Carolina,Texas,6.841615476477592,5.7745515455444085
3,427.0,1.0,American Airlines (AA),328.0,North Carolina,Indiana,6.056784013228625,5.793013608384144
2,1237.0,6.0,JetBlue Airways (B6),104.0,Massachusetts,Florida,7.1204443723924875,4.6443908991413725
1,983.0,4.0,Delta Air Lines (DL),261.0,Florida,Michigan,6.890609120147166,5.564520407322694
3,2327.0,1.0,United Airlines (UA),246.5,Virginia,Oregon,7.752335163302292,5.5073619934827445
4,1609.0,1.0,United Airlines (UA),220.0,California,Texas,7.3833681469923835,5.393627546352362
1,765.0,2.0,Delta Air Lines (DL),129.0,Kentucky,Florida,6.639875833826536,4.859812404361672
1,1476.0,1.0,Southwest Airlines (WN),249.55,Colorado,Virginia,7.297091005160418,5.519659295915618
1,3972.0,2.0,Delta Air Lines (DL),706.0,Hawaii,Minnesota,8.287025025165063,6.559615237493242
3,413.0,1.0,JetBlue Airways (B6),97.5,Virginia,Massachusetts,6.023447592961033,4.579852378003801
3,588.0,4.0,JetBlue Airways (B6),95.5,Utah,California,6.376726947898627,4.5591262474866845
3,1927.0,1.0,Alaska Airlines (AS),540.0,Washington,Michigan,7.563719668414366,6.29156913955832
3,680.0,5.0,United Airlines (UA),186.0,Minnesota,Colorado,6.522092798170152,5.225746673713202
2,829.0,1.0,Southwest Airlines (WN),328.0,Ohio,Florida,6.720220155135295,5.793013608384144
4,834.0,1.0,Delta Air Lines (DL),79.0,Oregon,California,6.726233402358747,4.3694478524670215
4,1797.0,1.0,American Airlines (AA),273.5,California,Tennessee,7.493873886783559,5.611301621862036
3,1020.0,1.0,Southwest Airlines (WN),147.0,Washington,Arizona,6.927557906278317,4.990432586778736
4,436.0,1.0,Southwest Airlines (WN),208.0,Wisconsin,Missouri,6.077642243349034,5.337538079701318
3,775.0,1.0,Southwest Airlines (WN),311.0,Texas,Colorado,6.652863029353347,5.739792912179234
4,2398.0,1.0,United Airlines (UA),589.5,Hawaii,California,7.7823903355874595,6.379274719977426
1,1299.0,5.0,Delta Air Lines (DL),493.0,Nevada,Minnesota,7.1693500166706,6.20050917404269
2,306.0,4.0,Delta Air Lines (DL),166.0,Georgia,North Carolina,5.723585101952381,5.111987788356544
3,546.0,1.0,Southwest Airlines (WN),227.77,Texas,Missouri,6.302618975744905,5.428336347871771
1,1911.0,1.0,United Airlines (UA),184.0,California,Louisiana,7.555381944240273,5.214935757608986
3,444.0,2.0,Delta Air Lines (DL),155.0,Florida,Georgia,6.095824562432225,5.043425116919247
3,1299.0,2.0,Delta Air Lines (DL),319.5,Minnesota,Nevada,7.1693500166706,5.766757273817589
2,2611.0,4.0,American Airlines (AA),199.0,Massachusetts,California,7.8674885686991285,5.293304824724492
1,2554.0,1.0,Alaska Airlines (AS),190.01,Washington,Florida,7.845416036592485,5.24707670235444
1,1020.0,1.0,Delta Air Lines (DL),243.9,New York,Minnesota,6.927557906278317,5.496758305221874
1,1201.0,1.0,United Airlines (UA),136.0,Colorado,Ohio,7.0909098220799835,4.912654885736052
2,333.0,2.0,Southwest Airlines (WN),220.5,California,California,5.808142489980444,5.395897694886901
3,337.0,2.0,United Airlines (UA),168.5,California,California,5.820082930352362,5.126935749792416
1,1306.0,1.0,Southwest Airlines (WN),128.0,Minnesota,Florida,7.174724309836376,4.852030263919617
4,1452.0,1.0,United Airlines (UA),827.0,Colorado,Virginia,7.280697195384741,6.717804695023691
1,817.0,1.0,Alaska Airlines (AS),122.5,Oregon,California,6.705639094860003,4.808111029984782
4,821.0,2.0,Delta Air Lines (DL),418.0,Georgia,Nebraska,6.710523109452428,6.035481432524756
2,1824.0,1.0,Frontier Airlines (F9),62.5,Ohio,Nevada,7.508787170634276,4.135166556742356
3,1452.0,6.0,Southwest Airlines (WN),293.5,Virginia,Colorado,7.280697195384741,5.681877639268151
1,2158.0,11.0,Delta Air Lines (DL),346.0,Florida,California,7.67693714581808,5.846438775057725
4,1303.0,1.0,American Airlines (AA),188.36,Texas,Pennsylvania,7.172424577124845,5.238355025375354
1,977.0,9.0,Spirit Airlines (NK),81.5,Florida,New Jersey,6.884486652042782,4.400603020246817
4,2161.0,1.0,United Airlines (UA),254.0,Ohio,California,7.6783263565068856,5.537334267018537
2,759.0,1.0,Southwest Airlines (WN),237.5,Texas,New Mexico,6.63200177739563,5.470167623474696
3,409.0,9.0,Delta Air Lines (DL),109.0,Michigan,Maryland,6.013715156042802,4.6913478822291435
3,1846.0,1.0,American Airlines (AA),208.96,California,Illinois,7.520776415062797,5.342142846088066
4,1230.0,1.0,Allegiant Air (G4),51.0,North Dakota,Nevada,7.114769448366463,3.9318256327243257
3,689.0,1.0,Alaska Airlines (AS),159.39,Washington,Utah,6.535241271013659,5.071354029130961
2,1449.0,10.0,Southwest Airlines (WN),160.0,Tennessee,Arizona,7.278628942320682,5.075173815233827
1,1464.0,3.0,American Airlines (AA),206.0,California,Texas,7.288927694521257,5.327876168789581
3,1136.0,4.0,Southwest Airlines (WN),173.0,Rhode Island,Florida,7.035268599281097,5.153291594497779
4,468.0,1.0,American Airlines (AA),241.0,North Carolina,Florida,6.148468295917647,5.484796933490655
4,1979.0,1.0,American Airlines (AA),235.16,Virginia,Arizona,7.590346945602565,5.460266133534054
3,1044.0,2.0,Southwest Airlines (WN),170.09,Arizona,Missouri,6.950814768442584,5.136327708726
1,2475.0,1.0,JetBlue Airways (B6),614.0,California,New York,7.813995675002791,6.419994928147142
3,746.0,3.0,United Airlines (UA),239.0,New Jersey,Georgia,6.61472560020376,5.476463551931511
1,1055.0,11.0,Spirit Airlines (NK),59.0,Nevada,Texas,6.961296045910167,4.07753744390572
1,338.0,8.0,American Airlines (AA),167.5,Arizona,California,5.823045895483019,5.120983351265121
3,1217.0,2.0,American Airlines (AA),223.5,Maryland,Texas,7.104144092987527,5.409411414053624
4,2409.0,2.0,Hawaiian Airlines (HA),489.0,Hawaii,California,7.786967002614872,6.192362489474872
2,391.0,1.0,Delta Air Lines (DL),189.0,Utah,Colorado,5.968707559985366,5.241747015059643
4,1471.0,2.0,American Airlines (AA),343.0,Connecticut,Texas,7.293697720601438,5.8377304471659395
1,551.0,1.0,Allegiant Air (G4),55.5,Florida,Louisiana,6.311734809152915,4.0163830207523885
1,1096.0,5.0,American Airlines (AA),177.5,Florida,New York,6.999422467507961,5.178970608915471
3,1836.0,2.0,Spirit Airlines (NK),60.0,California,Illinois,7.515344571180436,4.0943445622221
4,1979.0,1.0,American Airlines (AA),231.5,Virginia,Arizona,7.590346945602565,5.444579873526289
2,2075.0,1.0,Southwest Airlines (WN),232.73,Arizona,Pennsylvania,7.637716432664798,5.449878983356574
1,1524.0,1.0,Southwest Airlines (WN),120.0,Wisconsin,Nevada,7.329093736246592,4.787491742782046
2,1562.0,14.0,American Airlines (AA),220.0,Massachusetts,Texas,7.3537223303996315,5.393627546352362
2,2139.0,1.0,Delta Air Lines (DL),185.0,California,Georgia,7.668093709082406,5.220355825078324
1,1416.0,1.0,Sun Country Airlines (SY),131.5,Minnesota,Florida,7.255591274253665,4.879006851617819
3,811.0,1.0,United Airlines (UA),749.0,Virginia,Florida,6.698268054115413,6.618738983517219
3,102.0,1.0,Hawaiian Airlines (HA),85.5,Hawaii,Hawaii,4.624972813284271,4.448516375942715
1,814.0,2.0,Southwest Airlines (WN),145.5,Florida,Virginia,6.70196036600254,4.980176086611547
2,727.0,1.0,Delta Air Lines (DL),215.0,Kentucky,Florida,6.588926477533519,5.3706380281276624
1,387.0,2.0,JetBlue Airways (B6),69.5,California,California,5.958424693029782,4.241326752570746
1,273.0,1.0,JetBlue Airways (B6),291.0,New York,Maine,5.60947179518496,5.673323267171493
4,1005.0,1.0,JetBlue Airways (B6),327.97,New York,Florida,6.912742820493176,5.792922140786477
1,404.0,1.0,Delta Air Lines (DL),222.0,Georgia,Florida,6.0014148779611505,5.402677381872279
4,414.0,1.0,Southwest Airlines (WN),122.0,Nevada,California,6.025865973825314,4.804021044733257
3,1524.0,1.0,Southwest Airlines (WN),417.0,Wisconsin,Nevada,7.329093736246592,6.0330862217988015
3,270.0,2.0,Delta Air Lines (DL),53.0,Florida,Georgia,5.598421958998375,3.970291913552122
2,1072.0,1.0,Southwest Airlines (WN),306.5,Missouri,Florida,6.977281341630747,5.725217755376266
2,990.0,1.0,Southwest Airlines (WN),353.0,Florida,Illinois,6.897704943128636,5.8664680569332965
2,2254.0,1.0,United Airlines (UA),330.5,California,Pennsylvania,7.720461694599722,5.800606659291741
2,2585.0,5.0,United Airlines (UA),148.0,California,Florida,7.85748078694253,4.997212273764115
3,1583.0,4.0,Sun Country Airlines (SY),140.5,California,Minnesota,7.367077059881012,4.945207488773801
2,2218.0,8.0,Delta Air Lines (DL),278.0,Florida,California,7.704361167910313,5.627621113690637
4,804.0,2.0,Southwest Airlines (WN),358.0,Colorado,Nevada,6.6895992691789665,5.8805329864007
1,2475.0,1.0,Delta Air Lines (DL),423.0,New York,California,7.813995675002791,6.0473721790462776
3,224.0,1.0,American Airlines (AA),809.0,Texas,Texas,5.4116460518550396,6.695798917058491
2,1533.0,1.0,Delta Air Lines (DL),317.0,Washington,Alaska,7.334981878871814,5.75890177387728
4,728.0,1.0,American Airlines (AA),94.0,Massachusetts,North Carolina,6.590301048196686,4.543294782270004
3,605.0,1.0,Southwest Airlines (WN),214.09,California,Washington,6.405228458030842,5.366396487358631
1,2454.0,2.0,Alaska Airlines (AS),138.0,Oregon,New York,7.805474625270857,4.927253685157205
2,1199.0,10.0,Southwest Airlines (WN),173.5,Colorado,Georgia,7.089243155027514,5.156177599386914
4,853.0,3.0,Frontier Airlines (F9),90.0,Colorado,California,6.748759547491679,4.499809670330265
3,2409.0,1.0,Alaska Airlines (AS),341.0,California,Hawaii,7.786967002614872,5.831882477283517
1,1487.0,2.0,Spirit Airlines (NK),84.5,Minnesota,Florida,7.304515946460155,4.436751534363128
3,1694.0,1.0,Delta Air Lines (DL),113.0,Wisconsin,Washington,7.434847875211999,4.727387818712341
4,1565.0,1.0,Delta Air Lines (DL),176.0,Utah,Ohio,7.355641102974253,5.170483995038151
1,2400.0,2.0,United Airlines (UA),491.5,North Carolina,California,7.783224016336037,6.197461939587221
3,854.0,1.0,United Airlines (UA),257.5,Florida,Texas,6.74993119378857,5.551019720103791
3,1965.0,1.0,Delta Air Lines (DL),274.5,Washington,Kentucky,7.583247524303362,5.614951260949585
1,2457.0,1.0,United Airlines (UA),341.5,Maryland,California,7.806696372521179,5.833347679010845
4,867.0,1.0,Alaska Airlines (AS),423.5,Nevada,Washington,6.7650389767805414,6.048553514092109
1,1060.0,2.0,Southwest Airlines (WN),105.0,Pennsylvania,Texas,6.966024187106113,4.653960350157523
2,1786.0,1.0,American Airlines (AA),334.0,Arizona,Florida,7.487733761436444,5.811140992976701
1,946.0,16.0,Delta Air Lines (DL),113.0,Massachusetts,Georgia,6.852242569051878,4.727387818712341
1,1521.0,3.0,Southwest Airlines (WN),135.5,Nevada,Illinois,7.327123292259293,4.908971640319756
4,991.0,3.0,Southwest Airlines (WN),197.0,Colorado,Oregon,6.898714534329988,5.2832037287379885
2,622.0,1.0,United Airlines (UA),262.66,Illinois,Maryland,6.432940092739179,5.570860420157014
2,1995.0,1.0,Delta Air Lines (DL),213.08,California,Ohio,7.598399329323964,5.3616676820487985
2,446.0,2.0,Southwest Airlines (WN),141.0,California,California,6.100318952020064,4.948759890378168
3,1130.0,1.0,Southwest Airlines (WN),151.43,New York,Florida,7.029972911706386,5.020123471968565
2,1096.0,1.0,American Airlines (AA),232.17,New York,Florida,6.999422467507961,5.447469861950477
2,2176.0,1.0,Spirit Airlines (NK),102.5,Pennsylvania,Nevada,7.685243607975833,4.629862798578463
1,842.0,1.0,Southwest Airlines (WN),156.73,Maryland,Florida,6.7357800142423265,5.054524579665976
4,2586.0,6.0,Delta Air Lines (DL),247.5,California,New York,7.857867559331803,5.511410582008745
3,370.0,3.0,Southwest Airlines (WN),270.0,California,Arizona,5.91350300563827,5.598421958998375
4,1012.0,2.0,United Airlines (UA),301.0,Florida,Illinois,6.919683849847411,5.707110264748875
2,859.0,1.0,Delta Air Lines (DL),221.16,Georgia,Connecticut,6.755768921984255,5.398886421469732
1,888.0,2.0,Southwest Airlines (WN),392.0,Missouri,New York,6.78897174299217,5.971261839790462
4,2400.0,1.0,United Airlines (UA),165.5,North Carolina,California,7.783224016336037,5.1089711948171175
2,414.0,1.0,United Airlines (UA),243.5,Nevada,California,6.025865973825314,5.495116942522644
3,1182.0,1.0,Delta Air Lines (DL),224.41,New York,Louisiana,7.074963197966044,5.413474735935485
2,2486.0,2.0,American Airlines (AA),223.0,Hawaii,California,7.818430272070656,5.407171771460119
1,761.0,1.0,American Airlines (AA),605.0,Texas,Indiana,6.634633357861686,6.405228458030842
4,405.0,1.0,Delta Air Lines (DL),369.56,Virginia,Michigan,6.003887067106539,5.912313108802544
4,1372.0,1.0,American Airlines (AA),266.5,Texas,New Jersey,7.22402480828583,5.585374243605899
4,626.0,1.0,Delta Air Lines (DL),342.0,Utah,California,6.439350371100098,5.834810737062605
3,2496.0,1.0,Alaska Airlines (AS),316.0,Washington,Massachusetts,7.822444729489319,5.755742213586912
4,980.0,3.0,Delta Air Lines (DL),374.0,North Carolina,Minnesota,6.887552571664617,5.924255797414532
4,237.0,1.0,Southwest Airlines (WN),201.0,Texas,Oklahoma,5.4680601411351315,5.303304908059076
3,925.0,11.0,Spirit Airlines (NK),94.0,Florida,Maryland,6.829793737512425,4.543294782270004
3,961.0,1.0,Allegiant Air (G4),122.5,Florida,Oklahoma,6.8679744089702925,4.808111029984782
2,2442.0,2.0,Alaska Airlines (AS),414.0,Virginia,California,7.80057265467065,6.025865973825314
4,863.0,1.0,Delta Air Lines (DL),236.5,Florida,Michigan,6.760414691083428,5.465948207931988
1,1025.0,1.0,United Airlines (UA),187.5,Florida,Ohio,6.932447891572509,5.233778845410465
4,2342.0,6.0,American Airlines (AA),180.0,California,Florida,7.758760544157663,5.19295685089021
2,391.0,1.0,Southwest Airlines (WN),52.5,California,Nevada,5.968707559985366,3.960813169597578
4,870.0,2.0,Allegiant Air (G4),99.5,Indiana,Florida,6.76849321164863,4.600157644164547
3,1457.0,2.0,Spirit Airlines (NK),105.0,Texas,California,7.284134806195205,4.653960350157523
2,529.0,1.0,Spirit Airlines (NK),103.0,South Carolina,Florida,6.270988431858299,4.634728988229636
4,1235.0,10.0,Spirit Airlines (NK),72.0,Texas,California,7.118826249062078,4.276666119016055
4,2013.0,1.0,Delta Air Lines (DL),351.0,Michigan,California,7.607381425639791,5.860786223465865
2,763.0,10.0,Southwest Airlines (WN),92.5,Oregon,Nevada,6.637258031284457,4.52720864451838
3,447.0,1.0,Alaska Airlines (AS),181.59,California,California,6.102558594613569,5.201751398571705
1,1649.0,1.0,Southwest Airlines (WN),176.96,Texas,California,7.407924322559599,5.17592371833397
2,2182.0,1.0,Delta Air Lines (DL),237.15,Washington,Georgia,7.687997166393016,5.468692852323591
2,1771.0,1.0,Spirit Airlines (NK),85.5,Ohio,Nevada,7.479299637782834,4.448516375942715
1,1452.0,10.0,United Airlines (UA),170.5,Virginia,Colorado,7.280697195384741,5.1387352967235715
4,937.0,1.0,United Airlines (UA),205.7,Florida,New Jersey,6.842683282238422,5.326418796658912
3,2421.0,1.0,Southwest Airlines (WN),152.44,California,Florida,7.791935956938058,5.02677107600566
4,602.0,20.0,American Airlines (AA),127.0,Arizona,Colorado,6.400257445308821,4.844187086458591
3,1290.0,1.0,United Airlines (UA),263.0,Pennsylvania,Colorado,7.162397497355718,5.572154032177765
1,1124.0,5.0,Allegiant Air (G4),103.0,Iowa,Florida,7.024649030453636,4.634728988229636
1,1009.0,1.0,Southwest Airlines (WN),222.0,Alabama,Rhode Island,6.9167150203536085,5.402677381872279
4,1076.0,2.0,Delta Air Lines (DL),145.0,New York,Florida,6.98100574072173,4.976733742420574
3,2327.0,1.0,United Airlines (UA),498.0,Oregon,Virginia,7.752335163302292,6.210600077024653
3,1678.0,1.0,Delta Air Lines (DL),303.5,Kentucky,Nevada,7.425357887027151,5.715381610499553
4,1050.0,3.0,Delta Air Lines (DL),214.0,Connecticut,Minnesota,6.956545443151569,5.365976015021851
3,936.0,12.0,American Airlines (AA),195.5,North Carolina,Texas,6.841615476477592,5.27556037942542
4,952.0,2.0,Delta Air Lines (DL),115.0,New Hampshire,Georgia,6.858565034791365,4.74493212836325
1,1119.0,1.0,Spirit Airlines (NK),185.5,Texas,Florida,7.020190708311925,5.22305488204749
2,646.0,1.0,Southwest Airlines (WN),205.5,California,Arizona,6.470799503782602,5.32544603393629
4,1174.0,1.0,Delta Air Lines (DL),264.0,Florida,Minnesota,7.068172000388042,5.575949103146316
2,1128.0,1.0,Southwest Airlines (WN),332.0,Florida,Illinois,7.028201432058005,5.805134968916488
3,483.0,1.0,Southwest Airlines (WN),290.0,Tennessee,Florida,6.180016653652572,5.66988092298052
3,1617.0,2.0,JetBlue Airways (B6),200.5,Puerto Rico,New York,7.388327859577107,5.300814246746624
4,1237.0,8.0,JetBlue Airways (B6),208.5,Massachusetts,Florida,7.1204443723924875,5.339939041238856
4,1045.0,1.0,American Airlines (AA),250.5,Florida,Puerto Rico,6.951772164398911,5.523458920524919
1,668.0,1.0,Southwest Airlines (WN),188.36,Pennsylvania,Illinois,6.504288173536645,5.238355025375354
1,1810.0,1.0,American Airlines (AA),272.5,Florida,Colorado,7.501082124259871,5.607638614103299
1,2182.0,1.0,Alaska Airlines (AS),247.0,Washington,Georgia,7.687997166393016,5.5093883366279774
4,1995.0,1.0,American Airlines (AA),197.0,California,Ohio,7.598399329323964,5.2832037287379885
1,854.0,7.0,United Airlines (UA),74.0,Texas,Florida,6.74993119378857,4.30406509320417
1,1452.0,1.0,Allegiant Air (G4),245.0,Wisconsin,Arizona,7.280697195384741,5.501258210544727
4,1449.0,2.0,Southwest Airlines (WN),312.0,Tennessee,Arizona,7.278628942320682,5.7430031878094825
1,949.0,1.0,Allegiant Air (G4),161.0,Illinois,Florida,6.855408798609928,5.081404364984463
3,970.0,8.0,Allegiant Air (G4),78.0,Florida,Pennsylvania,6.877296071497429,4.356708826689592
3,1073.0,1.0,Southwest Airlines (WN),134.5,New York,Florida,6.9782137426306985,4.901564199041894
3,669.0,1.0,Delta Air Lines (DL),371.0,Georgia,Wisconsin,6.505784060128229,5.916202062607435
4,319.0,1.0,JetBlue Airways (B6),81.0,Florida,Florida,5.765191102784844,4.394449154672439
4,1670.0,1.0,American Airlines (AA),176.0,Ohio,Arizona,7.4205789054108005,5.170483995038151
2,2149.0,8.0,Southwest Airlines (WN),206.5,California,Florida,7.67275789664251,5.330300412401088
4,1190.0,1.0,United Airlines (UA),263.5,Texas,Virginia,7.081708586105575,5.574053367981417
4,1911.0,1.0,Alaska Airlines (AS),324.0,California,Louisiana,7.555381944240273,5.780743515792329
1,159.0,1.0,Southwest Airlines (WN),199.5,Virginia,Maryland,5.0689042022202315,5.295814236329918
4,2454.0,1.0,Alaska Airlines (AS),428.5,California,New Jersey,7.805474625270857,6.060290738037835
1,1670.0,1.0,Southwest Airlines (WN),108.72,Arizona,Ohio,7.4205789054108005,4.688775769842889
4,404.0,1.0,Delta Air Lines (DL),105.57,Georgia,Florida,6.0014148779611505,4.659374240001603
3,641.0,6.0,Allegiant Air (G4),64.0,Ohio,Georgia,6.46302945692067,4.1588830833596715
2,2457.0,1.0,Alaska Airlines (AS),183.19,Maryland,California,7.806696372521179,5.210523865597367
3,1235.0,1.0,Spirit Airlines (NK),164.0,California,Texas,7.118826249062078,5.099866427824199
2,1843.0,1.0,Southwest Airlines (WN),249.5,Texas,Oregon,7.519149957669823,5.519458915191573
2,602.0,3.0,American Airlines (AA),140.5,Arizona,Colorado,6.400257445308821,4.945207488773801
4,1095.0,1.0,American Airlines (AA),266.02,North Carolina,Texas,6.9985096422506015,5.58357149392515
3,2206.0,1.0,Delta Air Lines (DL),395.5,California,South Carolina,7.698936199813447,5.980150787207709
4,738.0,1.0,Southwest Airlines (WN),240.0,Missouri,Maryland,6.6039438246004725,5.480638923341991
